id	rate
31055	734.1
31057	50.5
31059	140.4
31061	32.4
31063	73.8
31065	287.8
31067	201.2
31069	210.3
31071	147.4
31073	253.5
31075	0
31077	40.1
31079	385.4
31081	131.7
31083	56.9
31085	102.5
31087	139.3
31089	162.7
31091	0
31093	157.4
31095	79.4
31097	19.4
31099	183.3
31101	73.8
31103	126.6
31105	189.1
31107	151.8
31109	494.6
31111	305.1
31113	131.1
31115	0
31117	190.1
31119	365.7
31121	115.4
31123	81.5
31125	165.6
31127	167.7
31129	113.3
31131	273
31133	110.7
31135	0
31137	119.4
31139	55.9
31141	240
31143	113.7
31145	263.5
31147	184.6
31149	0
31151	305.2
31153	0
31155	186.3
31157	328.4
31159	58.5
31161	38.1
31163	64.4
31165	0
31167	48.9
31169	38.5
31171	286.1
31173	797.7
31175	95.4
31177	212.6
31179	403.8
31181	135.6
31183	0
31185	180.1
32001	369.9
32003	467.7
32005	176.2
32007	242.4
32009	120.2
32011	48.2
32013	236.1
32015	232.1
32017	19.1
32019	271.5
32021	325.1
32023	148.9
32027	14.5
32029	0
32031	352.3
32033	268.5
32510	395.7
33001	265.9
33003	136.8
33005	309.4
33007	168.8
33009	239.9
33011	320.1
33013	304.4
33015	209.9
33017	289.7
33019	293.1
34001	463.3
34003	169.3
34005	314.7
34007	512
34009	285.7
34011	627.3
34013	701.9
34015	275.3
34017	397.4
34019	125.1
34021	456.5
34023	261.1
34025	207.7
34027	128.2
34029	155.8
34031	501.5
34033	305.4
34035	190.6
34037	121.9
34039	367.2
34041	179.7
35001	604.3
35003	55.4
35005	560.6
35006	402.4
35007	328.4
35009	628.5
35011	104.9
35013	665.7
35015	456.1
35017	514.9
35019	571.3
35021	288.6
35023	343.8
35025	608.3
35027	194
35028	106.8
35029	657
35031	912.6
35033	403.9
35035	445
35037	473.3
35039	596.4
35041	696.6
35043	358
35045	615.8
35047	515
35049	420.6
35051	345.7
35053	585.8
35055	466.2
35057	292.7
35059	137.3
35061	464.1
36001	514.8
36003	222.4
36005	316.71
36007	364
36009	253.5
36011	303.2
36013	378.7
36015	344.6
36017	272.7
36019	402
36021	191.2
36023	373.7
36025	203.3
36027	279.9
36029	544
36031	152.2
36033	179.9
36035	337.1
36037	254
36039	321.9
36041	188.6
36043	236.8
36045	476.1
36047	686.1
36049	158.4
36051	174.6
36053	221
36055	552.3
36057	286.6
36059	257.1
36061	771.8
36063	390.7
36065	338.6
36067	570.3
36069	277.7
36071	313.1
36073	388.3
36075	384.6
36077	429.6
36079	147.5
36081	525.4
36083	389.6
36085	296
36087	230.9
36089	295.6
36091	216.6
36093	500.9
36095	292
36097	265.4
36099	358.7
36101	245.3
36103	237.2
36105	337.8
36107	228.9
36109	344.5
36111	269.6
36113	281.6
36115	220.3
36117	263.9
36119	338.6
36121	197.4
36123	202.7
37001	406.8
37003	192.3
37005	128
37007	638.4
37009	73.7
37011	39.5
37013	446.7
37015	516.1
37017	493.6
37019	212.5
37021	311
37023	204.8
37025	407
37027	209.8
37029	225.8
37031	249.9
37033	280.3
37035	326.2
37037	243.9
37039	121.2
37041	570.4
37043	160.6
37045	430.7
37047	359.9
37049	563.7
37051	944.9
37053	295.1
37055	257
37057	276
37059	274.3
37061	357.8
37063	716.7
37065	984.3
37067	633.4
37069	401.5
37071	501.4
37073	291.8
37075	194.6
37077	538.8
37079	423.9
37081	671.3
37083	733.4
37085	360.8
37087	169
37089	225.5
37091	691.7
37093	551.4
37095	122.4
37097	279
37099	273.7
37101	277
37103	283.9
37105	413.2
37107	626.3
37109	245.8
37111	224.6
37113	245.1
37115	157
37117	422
37119	637
37121	84.8
37123	388.1
37125	294.8
37127	614.1
37129	425.8
37131	647.8
37133	643
37135	336.3
37137	316.5
37139	515.2
37141	265.7
37143	316.2
37145	384.5
37147	880.9
37149	137.2
37151	310
37153	700.4
37155	684.5
37157	283
37159	484.4
37161	239
37163	385
37165	799.4
37167	273.8
37169	229.7
37171	195.8
37173	419.7
37175	279.6
37177	438.1
37179	269.8
37181	316.71
37183	449.9
37185	617.3
37187	463.8
37189	229.1
37191	593.2
37193	199.9
37195	641.6
37197	191.9
37199	182.2
38001	127.1
38003	259.2
38005	316.71
38007	114.4
38009	222.7
38011	186.7
38013	130.1
38015	400.2
38017	529.4
38019	154
38021	152.4
38023	345.7
38025	288.3
38027	124.8
38029	28.7
38031	118.8
38033	274.3
38035	458.2
38037	84.1
38039	130.7
38041	639.1
38043	247.1
38045	72
38047	0
38049	219.5
38051	254.2
38053	440.2
38055	231.2
38057	151.3
38059	355.3
38061	316.71
38063	129.2
38065	320.2
38067	97.5
38069	89.9
38071	640.5
38073	271.9
38075	230.1
38077	336.6
38079	316.71
38081	128.5
38083	153.4
38085	316.71
38087	0
38089	450.2
38091	153.1
38093	350.4
38095	0
38097	254.7
38099	198.1
38101	692.7
38103	142.7
38105	672.4
39001	227.7
39003	567
39005	248.9
39007	281.5
39009	664.8
39011	211.2
39013	263
39015	244
39017	353.1
39019	261.7
39021	273.7
39023	448.7
39025	241.7
39027	314.7
