id	rate
39029	244.6
39031	223.1
39033	455.5
39035	718.2
39037	198.6
39039	298.5
39041	189.8
39043	480
39045	264
39047	305.6
39049	674
39051	247.1
39053	235.1
39055	109.6
39057	346.2
39059	275
39061	811.2
39063	286.4
39065	221.2
39067	211.2
39069	256.3
39071	256.4
39073	296.5
39075	57.3
39077	288.7
39079	180
39081	260.4
39083	217.1
39085	281.5
39087	239
39089	354.6
39091	246.3
39093	401.5
39095	603.1
39097	249.6
39099	499.9
39101	567.5
39103	185.8
39105	191.5
39107	196.2
39109	284.2
39111	185.1
39113	598.5
39115	154.3
39117	194.1
39119	411.8
39121	314.5
39123	162.8
39125	223.3
39127	305.6
39129	248.7
39131	313.7
39133	252.7
39135	141.4
39137	132
39139	474.7
39141	236.2
39143	277.9
39145	212.4
39147	295.1
39149	311
39151	398.7
39153	500.9
39155	423.4
39157	257.9
39159	440.9
39161	288.1
39163	165.7
39165	162.4
39167	203.9
39169	212
39171	173.3
39173	288.6
39175	187.1
40001	576.7
40003	136.8
40005	323.8
40007	179.7
40009	609.2
40011	432.1
40013	650.9
40015	388.6
40017	363.1
40019	554.7
40021	826.8
40023	611.5
40025	42.8
40027	424.4
40029	255.7
40031	835.6
40033	585.2
40035	408.9
40037	405.8
40039	640
40041	386.7
40043	103.2
40045	287.8
40047	451.3
40049	354.9
40051	352.1
40053	176.7
40055	372.7
40057	209.1
40059	262.3
40061	252.8
40063	448.5
40065	701.5
40067	388.7
40069	336.7
40071	493.1
40073	196.4
40075	278.3
40077	315.5
40079	315.4
40081	363.9
40083	634.8
40085	359.3
40087	279.4
40089	683.5
40091	448.9
40093	234.3
40095	425.3
40097	401.9
40099	415.7
40101	697
40103	349.5
40105	236.9
40107	307
40109	661.2
40111	674.5
40113	345.9
40115	533.4
40117	296.7
40119	531.2
40121	418.3
40123	684.4
40125	602.9
40127	338.3
40129	213.7
40131	349.3
40133	578.1
40135	414.9
40137	449.7
40139	321.5
40141	453.9
40143	653.9
40145	310.4
40147	267.6
40149	179.8
40151	431.4
40153	457.1
41001	231
41003	404.2
41005	274.3
41007	341
41009	269.5
41011	325.9
41013	182.6
41015	138.8
41017	336.8
41019	296.4
41021	102.7
41023	54.9
41025	335.9
41027	260.2
41029	310.7
41031	662.1
41033	265.3
41035	435.4
41037	306.9
41039	437.9
41041	237.3
41043	348.6
41045	344.5
41047	494.4
41049	264.6
41051	550.3
41053	384.1
41055	404.4
41057	201.4
41059	422.3
41061	347
41063	234.8
41065	435.7
41067	359.5
41069	217.2
41071	304.8
42001	232.4
42003	463.7
42005	173.3
42007	265.1
42009	73.4
42011	417.6
42013	251
42015	199
42017	181.3
42019	151
42021	224.9
42023	184.2
42025	126.6
42027	259.3
42029	179.6
42031	227.3
42033	170
42035	175.2
42037	169.2
42039	207.2
42041	257.9
42043	502.3
42045	479.6
42047	146.1
42049	498.8
42051	193.3
42053	170.4
42055	249.2
42057	129.5
42059	198.2
42061	131.3
42063	276.9
42065	171.2
42067	129.2
42069	152.9
42071	232.1
42073	303.4
42075	205.2
42077	382.4
42079	234
42081	346.9
42083	258.3
42085	309
42087	223.1
42089	145.4
42091	213.9
42093	194.2
42095	259.8
42097	173.3
42099	188.8
42101	316.71
42103	125.5
42105	228.6
42107	146.3
42109	148
42111	83.6
42113	472.4
42115	99.3
42117	254.3
42119	118.1
42121	174.4
42123	193.2
42125	250.2
42127	79.5
42129	198.1
42131	71.4
42133	337.2
44001	178.8
44003	250.9
44005	191.8
44007	534
44009	258.2
45001	467.9
45003	557.9
45005	863.9
45007	460
45009	687
45011	492.8
45013	451.6
45015	273.2
45017	405.2
45019	774.9
45021	506.4
45023	586.3
45025	445.9
45027	721.9
45029	791.3
45031	868.5
45033	316.71
45035	462.2
45037	287.5
45039	722.7
45041	753.3
45043	537.7
45045	528.8
45047	867.7
45049	632.1
45051	488.2
45053	401.8
45055	457.5
45057	405.2
45059	433.3
45061	316.71
45063	540.3
45065	482.6
45067	316.71
45069	714.2
45071	557
45073	243.9
45075	316.71
45077	323.8
45079	838.1
45081	462.9
45083	516.5
45085	845.3
45087	535.1
45089	444.6
45091	511.8
46003	147.1
46005	392.7
46007	840.1
46009	227.1
46011	354.9
46013	282.3
46015	223.6
46017	316.71
46019	174.2
46021	299.9
46023	316.71
46025	83.1
46027	330.1
46029	330.3
46031	316.71
46033	401.5
46035	338
46037	268
46039	92.6
46041	316.71
46043	0
46045	74.2
46047	234
46049	125.7
46051	123.6
46053	165
46055	211.2
46057	117.4
46059	147.4
46061	29.4
46063	79.2
46065	388.4
46067	181.9
46069	215.7
46071	995
46073	96.8
46075	599.4
46077	177.7
46079	165.9
46081	357.3
46083	194.6
46085	745.1
46087	194.6
46089	40.7
46091	126
46093	308.8
46095	672.8
46097	42.9
46099	583.4
46101	359.2
46103	546.5
46105	32.9
46107	208.9
46109	936.5
46111	301.2
46113	316.71
46115	196.7
46117	234.8
46119	69.6
46121	316.71
46123	309.2
46125	83.7
46127	202.3
46129	687.9
46135	352.5
46137	846.9
47001	315.1
47003	355.1
47005	233.3
47007	316.71
47009	315.7
47011	390.8
47013	223.7
47015	123.4
47017	470
47019	174.4
47021	220.3
47023	352.2
47025	263
47027	218.7
47029	200.1
47031	320.5
47033	431.8
47035	226.2
47037	651.5
47039	205.8
47041	276.6
47043	310.3
47045	463.2
47047	540.2
47049	212.2
47051	260.2
47053	509.5
47055	351.4
47057	141
47059	358.9
47061	88.9
47063	321.8
47065	520.8
47067	269.5
47069	695.7
47071	388
47073	198.9
47075	757.2
47077	463.5
47079	288.7
47081	234.9
47083	301.5
47085	334.4
47087	191
47089	253.2
47091	66.8
47093	440.1
47095	879.6
47097	550.5
47099	214.3
47101	326.1
47103	410.3
47105	245.8
47107	252.2
47109	260.1
47111	290.7
47113	729.2
47115	373.6
47117	369.4
47119	409.5
47121	257.5
47123	232
47125	986.9
47127	190.4
47129	164.3
47131	330.9
47133	172.1
47135	101.7
47137	314.3
47139	191.7
47141	350.9
47143	295.3
47145	239.4
47147	332.4
47149	483.6
47151	204.4
47153	115.8
47155	300.3
47157	859.4
47159	220.2
47161	232
47163	227.3
47165	324.5
47167	441.7
47169	498.2
47171	171.4
47173	240.8
47175	232.8
47177	355.3
47179	252.5
47181	129.9
47183	496.4
47185	274.3
47187	170.4
47189	254.2
48001	379.7
48003	369.1
48005	567.2
48007	529.6
48009	241.9
48011	51.3
48013	443.8
48015	232.3
48017	253
48019	87.4
48021	436.5
48023	110.7
48025	637.2
48027	316.71
48029	568.6
48031	289.1
48033	0
48035	308
48037	581.9
48039	358.5
48041	659.1
48043	549.2
48045	65.1
48047	704.7
48049	408
48051	413.5
48053	317.2
48055	586.3
48057	362.3
48059	199.6
48061	477.9
48063	612.3
48065	133.1
48067	336.3
48069	149.4
48071	114.1
48073	513
48075	253.7
48077	191
48079	364.7
48081	186.9
48083	304.3
48085	269.2
48087	258.1
48089	404.8
48091	276
48093	176.2
48095	49.5
48097	343.2
48099	497.4
48101	68.9
48103	251.4
48105	210.1
48107	534.1
48109	439.2
48111	269.2
48113	602.5
48115	470.7
48117	516.2
48119	362.7
48121	313.5
48123	365.8
48125	174.6
48127	532.3
48129	113.6
48131	859.1
48133	164.4
48135	726.3
48137	159.2
48139	323.1
48141	602.5
48143	458.9
48145	697.4
48147	267.4
48149	217.6
48151	414.9
48153	288.9
48155	78.3
48157	235.3
48159	337.7
48161	280
48163	597.8
48165	296
48167	456
48169	490.7
48171	213
48173	0
48175	187.5
48177	541.6
48179	308.1
48181	326.9
48183	826.7
48185	510.1
48187	271
48189	494.9
48191	277.9
48193	288.8
48195	144
48197	199.2
48199	185.9
48201	571.5
48203	435.1
48205	32.8
48207	306.4
48209	703.9
48211	481
48213	320.3
48215	457
48217	399.2
48219	505.7
48221	268.4
48223	329
48225	296.8
48227	462
48229	271.2
48231	463
48233	334.6
48235	248.1
48237	100.5
48239	226.2
48241	409.5
48243	355.1
48245	481.5
48247	266.9
48249	671.8
48251	288.3
48253	156.1
48255	378
48257	286.5
48259	235.7
48261	0
48263	0
48265	252.2
48267	245.5
48269	0
48271	251
48273	604.3
48275	318.6
48277	538.2
48279	333.9
48281	455
48283	217.1
48285	189
48287	240.6
48289	322.5
48291	348.5
48293	518.7
48295	86.1
48297	337.1
48299	185.1
48301	0
48303	691.6
48305	279.6
48307	312.1
48309	619.1
48311	392.7
48313	522.5
48315	234.5
48317	225.9
48319	96.9
48321	344.3
48323	507.8
48325	234.2
48327	46.6
48329	610.7
48331	521.4
48333	346.4
48335	265.9
48337	220.5
48339	221.4
48341	365.8
48343	405.2
48345	167.2
48347	734.7
48349	449.6
48351	169.7
48353	678.3
48355	734.7
48357	296.1
48359	190.3
48361	255.6
48363	286.9
48365	410.6
48367	234.7
48369	210.7
48371	375.9
48373	347.2
48375	993.7
48377	277.7
48379	361.5
48381	310.7
48383	416.6
48385	358.2
48387	352.8
48389	529.9
48391	328.5
48393	120.3
48395	703.6
48397	187.7
48399	242.5
48401	233.1
48403	183.4
48405	490.4
48407	148.9
48409	390.1
48411	199.6
48413	124.8
48415	526
48417	148.1
48419	325.7
48421	323.3
48423	539.2
48425	184.8
48427	292.1
48429	183.8
48431	82
48433	69.8
48435	324.5
48437	309.2
48439	452.6
48441	518.2
48443	221.5
48445	384.5
48447	62.5
48449	408.2
48451	571.5
48453	653.2
48455	243.2
48457	177
48459	298.4
48461	266.9
48463	527.4
48465	462.7
48467	282
48469	559.8
48471	533.3
48473	373.8
48475	382.4
48477	553.5
48479	499.1
48481	383.3
48483	156.5
48485	469.5
48487	357.9
48489	615.8
48491	381.7
48493	211.4
48495	525.9
48497	162.5
48499	208
48501	244.4
48503	245.4
48505	333.6
48507	378.4
49001	92.9
49003	122.1
49005	175.4
49007	195.3
49009	88.7
49011	295.9
49013	142.8
49015	37.2
49017	177.1
49019	256.4
49021	200.9
49023	106.3
49025	68.9
49027	94.8
49029	78.6
49031	132.5
49033	0
49035	396.4
49037	380.7
49039	120.4
49041	220.6
49043	236.4
49045	235.3
49047	298.1
49049	170.3
49051	132.4
49053	216.5
49055	145.6
49057	292.2
50001	296.3
50003	234.6
50005	343.4
50007	452.6
50009	273.7
50011	378.9
50013	472.3
50015	291.2
50017	335.5
50019	316.5
50021	300.2
50023	428.2
50025	328.3
50027	255.1
51001	790.4
51003	218.4
51005	290.8
51007	258.9
51009	332.5
51011	419.5
51013	331.7
51015	182.6
51017	216.6
51019	151.8
51021	89.1
51023	169.7
51025	648.1
51027	46.6
51029	262.6
51031	356.7
51033	341.3
51035	210.8
51036	378.7
51037	308.8
51041	393
51043	188.2
51045	76.8
51047	292.7
51049	416.6
51051	213.1
51053	422.9
51057	480.9
51059	199
51061	232.1
51063	141.7
51065	169.4
51067	275.1
51069	233.6
51071	183.2
51073	233.5
51075	337.6
51077	184.7
51079	148.9
51081	546.9
51083	418.1
51085	254.6
51087	538
51089	361.1
51091	90.3
51093	434.7
51095	259.5
51097	322.6
51099	272.8
51101	198.8
51103	385.7
51105	166.8
51107	174.7
51109	226.8
51111	367.2
51113	303
51115	224.8
51117	448.7
51119	306.6
51121	286.9
51125	175.8
51127	276.8
51131	635.1
51133	450.8
51135	779.8
51137	331.5
51139	205.7
51141	103.4
51143	339.6
51145	212.3
51147	543.8
51149	657.7
51153	345
51155	249.2
51157	280.8
51159	312.7
51161	264.1
51163	242.1
51165	203.2
51167	113.2
51169	141.3
51171	192.1
51173	199
51175	491
51177	292.9
51179	291
51181	635.6
51183	525
51185	142.8
51187	323
51191	133
51193	442.9
51195	327.7
51197	269.2
51199	297.3
51510	423.1
51515	316.71
51520	415.2
51530	284.4
51540	464.5
51550	555.6
51570	459.3
51580	446.9
51590	316.71
51595	316.71
51600	621.5
51610	429.4
51620	316.71
51630	785.6
51640	355.4
51650	316.71
51660	511.7
51670	866.3
51678	167.4
51680	646
51683	431.6
51685	278.7
51690	661.6
51700	991.1
51710	316.71
51720	398.3
51730	316.71
51735	181.8
51740	316.71
51750	316.71
51760	316.71
51770	660.1
51775	229.3
51790	340.9
51800	664.9
51810	520
51820	343.3
51830	572.1
51840	584.2
53001	388.1
53003	325.6
53005	358.8
53007	393.4
53009	226.8
53011	346.5
53013	223.2
53015	444.7
53017	385.1
53019	327
53021	496.3
53023	221.6
53025	431
53027	295.5
53029	304.6
53031	266
53033	363.1
53035	368.6
53037	399.9
53039	278
53041	345
53043	48.5
53045	327.3
53047	196.6
53049	161
53051	178.3
53053	538.6
53055	126
53057	291.2
53059	257.2
53061	271.1
53063	449.9
53065	241.8
53067	339.6
53069	49.5
53071	324.2
53073	282.5
53075	672.1
53077	613.7
54001	137.1
54003	335.8
54005	152.7
54007	124.1
54009	130.6
54011	421.1
54013	145.4
54015	205.5
54017	191.8
54019	258.8
54021	103.8
54023	170.1
54025	202
54027	209
54029	201.4
54031	150.9
54033	226.2
54035	133.7
54037	290.5
54039	362.3
54041	364.7
54043	171.6
54045	125
54047	138.9
54049	316.5
54051	187.9
54053	162.2
54055	292
54057	166
54059	154.4
54061	461.5
54063	89
54065	165.7
54067	96.3
54069	295
54071	133.9
54073	118.8
54075	80.7
54077	271.7
54079	146.5
54081	277.8
54083	234.6
54085	178.7
54087	150.1
54089	81.1
54091	218
54093	157.9
54095	133.4
54097	291.9
54099	120.7
54101	101.2
54103	129.6
54105	118.6
54107	244.9
54109	134.7
55001	234.4
55003	156.1
55005	289
55007	52.8
55009	386.9
55011	112.3
55013	169.6
55015	163.3
55017	269.3
55019	153.1
55021	174.7
55023	201.3
55025	372.8
55027	307.9
55029	179.2
55031	344.1
55033	330.9
55035	378.6
55037	66.4
55039	336
55041	405.4
55043	217.4
55045	215.7
55047	189.9
55049	143.2
55051	186.9
55053	305.2
55055	191.7
55057	286.3
55059	459
55061	180.4
55063	396.7
55065	125.3
55067	137.9
55069	341.7
55071	255.4
55073	260.7
55075	180.2
55077	92.3
55078	316.71
55079	971.7
55081	315.7
55083	179.5
55085	193.3
55087	286.7
55089	143.6
55091	163
55093	314.8
55095	174.8
55097	292.7
55099	246.3
55101	499.4
55103	231.4
55105	411.8
55107	270.9
55109	161.8
55111	291.3
55113	393.6
55115	235.3
55117	288.9
55119	179.5
55121	202.8
55123	128.6
55125	201.2
55127	217.6
55129	223.1
55131	185.3
55133	163
55135	221.9
55137	143.9
55139	347.4
55141	294.8
56001	430.2
56003	216.8
56005	539.7
56007	330.2
56009	223.6
56011	125.3
56013	522
56015	345.3
56017	103.2
56019	104.3
56021	399.8
56023	130.7
56025	386.5
56027	0
56029	184.8
56031	182.5
56033	352.1
56035	129.5
56037	232.1
56039	193.1
56041	308.6
56043	224.5
56045	237.5
60000	316.71
66000	491.3
69000	316.71
72001	95.2
72003	94.2
72005	132.7
72007	98.3
72009	126.2
72011	137.3
72013	113.6
72015	191
72017	44.1
72019	101
72021	127.2
72023	107.3
72025	183.9
72027	80.2
72029	208.6
72031	150.8
72033	133.2
72035	138.2
72037	174.5
72039	67.7
72041	142.5
72043	128.9
72045	98.8
72047	50.4
72049	330
72051	73.2
72053	276.1
72054	80.6
72055	78.4
72057	133.4
72059	54.6
72061	101.3
72063	108.2
72065	72.1
72067	125.4
72069	155.7
72071	167.6
72073	159.3
72075	221.1
72077	132.2
72079	122.6
72081	42.5
72083	185.6
72085	87.9
72087	174.6
72089	227.5
72091	139.2
72093	66.4
72095	198.9
72097	211.2
72099	83.2
72101	59
72103	119
72105	67.6
72107	71.5
72109	126
72111	98.4
72113	167.4
72115	71.9
72117	60.9
72119	182.3
72121	128.5
72123	107.1
72125	83
72127	203.5
72129	194.8
72131	110.1
72133	126.9
72135	85.5
72137	110.5
72139	145
72141	74.1
72143	63.7
72145	73
72147	263.4
72149	94.3
72151	156.1
72153	92.8
78000	757.4
