FIPS,Rate_x,Rate_y,Rate
36053,221.0,24.9,5.5
36055,552.3,154.5,4.5
36057,286.6,4.0,4.0
36059,257.1,35.1,3.8
36061,771.8,279.8,30.6
36063,390.7,87.3,1.4
36065,338.6,49.7,0.4
36067,570.3,171.4,8.5
36069,277.7,25.7,1.8
36071,313.1,54.0,2.4
36073,388.3,47.4,0.0
36075,384.6,22.3,0.8
36077,429.6,9.7,3.2
36079,147.5,13.0,1.0
36081,525.4,94.5,8.1
36083,389.6,57.5,6.3
36085,296.0,50.4,2.8
36087,230.9,24.0,1.2
36089,295.6,10.7,1.8
36091,216.6,17.0,0.9
36093,500.9,83.0,5.2
36095,292.0,3.1,6.3
36097,265.4,5.4,0.0
36099,358.7,14.1,0.0
36101,245.3,25.3,0.0
36103,237.2,37.1,3.5
36105,337.8,30.0,0.0
36107,228.9,19.9,6.0
36109,344.5,61.8,8.7
36111,269.6,35.4,1.1
36113,281.6,15.3,1.5
36115,220.3,6.3,0.0
36117,263.9,21.6,0.0
36119,338.6,48.4,4.1
36121,197.4,4.8,0.0
36123,202.7,8.0,0.0
37001,406.8,169.7,4.5
37003,192.3,35.2,0.0
37005,128.0,9.1,0.0
37007,638.4,237.0,0.0
37009,73.7,3.7,0.0
37011,39.5,5.6,0.0
37013,446.7,75.8,8.4
37015,516.1,137.6,0.0
37017,493.6,123.4,11.5
37019,212.5,66.8,1.7
37021,311.0,98.4,2.8
37023,204.8,28.9,2.2
37025,407.0,88.7,2.1
37027,209.8,28.1,0.0
37029,225.8,9.8,0.0
37031,249.9,30.7,0.0
37033,280.3,99.2,0.0
37035,326.2,82.0,1.3
37037,243.9,44.9,3.0
37039,121.2,11.0,0.0
37041,570.4,129.0,0.0
37043,160.6,47.2,0.0
37045,430.7,118.5,2.1
37047,359.9,138.0,0.0
37049,563.7,105.3,3.8
37051,944.9,332.3,18.1
37053,295.1,24.6,0.0
37055,257.0,22.8,0.0
37057,276.0,75.9,2.4
37059,274.3,79.4,0.0
37061,357.8,58.3,3.3
37063,716.7,257.9,16.3
37065,984.3,349.1,9.0
37067,633.4,250.3,9.4
37069,401.5,134.9,6.4
37071,501.4,138.5,2.9
37073,291.8,34.3,8.6
37075,194.6,45.8,0.0
37077,538.8,113.3,1.7
37079,423.9,136.6,18.8
37081,671.3,248.5,7.9
37083,733.4,138.4,1.9
37085,360.8,82.4,5.6
37087,169.0,40.6,3.4
37089,225.5,43.8,1.8
37091,691.7,131.0,16.4
37093,551.4,181.2,1.9
37095,122.4,0.0,0.0
37097,279.0,74.2,0.6
37099,273.7,92.9,0.0
37101,277.0,61.2,5.6
37103,283.9,107.7,0.0
37105,413.2,107.9,1.7
37107,626.3,244.4,20.4
37109,245.8,37.6,2.5
37111,224.6,28.9,0.0
37113,245.1,35.4,0.0
37115,157.0,47.6,4.8
37117,422.0,122.4,8.4
37119,637.0,230.5,18.3
37121,84.8,13.0,0.0
37123,388.1,119.7,0.0
37125,294.8,86.3,2.2
37127,614.1,192.4,11.6
37129,425.8,155.7,4.7
37131,647.8,201.5,4.8
37133,643.0,126.3,3.2
37135,336.3,79.8,8.5
37137,316.5,123.5,0.0
37139,515.2,140.1,2.5
37141,265.7,81.3,1.8
37143,316.2,95.6,0.0
37145,384.5,109.5,2.5
37147,880.9,228.4,12.6
37149,137.2,29.4,4.9
37151,310.0,72.2,0.7
37153,700.4,131.5,2.2
37155,684.5,237.3,10.4
37157,283.0,98.0,3.3
37159,484.4,152.5,4.3
37161,239.0,103.1,0.0
37163,385.0,102.9,10.9
37165,799.4,274.8,2.8
37167,273.8,74.2,8.2
37169,229.7,30.1,0.0
37171,195.8,20.5,0.0
37173,419.7,170.7,0.0
37175,279.6,66.9,3.0
37177,438.1,73.0,0.0
37179,269.8,54.5,2.8
37181,316.71,528.9,22.3
37183,449.9,124.7,11.8
37185,617.3,140.9,9.7
37187,463.8,196.5,0.0
37189,229.1,28.6,3.8
37191,593.2,185.4,5.6
37193,199.9,15.9,0.0
37195,641.6,197.1,11.0
37197,191.9,34.2,0.0
37199,182.2,11.4,5.7
38001,127.1,42.4,0.0
38003,259.2,17.9,0.0
38005,316.71,567.1,0.0
38007,114.4,0.0,0.0
38009,222.7,29.7,0.0
38011,186.7,62.2,0.0
38013,130.1,0.0,0.0
38015,400.2,100.6,0.0
38017,529.4,81.1,1.2
38019,154.0,0.0,0.0
38021,152.4,0.0,0.0
38023,345.7,0.0,0.0
38025,288.3,0.0,0.0
38027,124.8,41.6,0.0
38029,28.7,0.0,0.0
38031,118.8,29.7,0.0
38033,274.3,0.0,0.0
38035,458.2,73.7,0.0
38037,84.1,0.0,0.0
38039,130.7,0.0,0.0
38041,639.1,188.0,0.0
38043,247.1,0.0,0.0
38045,72.0,0.0,0.0
38047,0.0,0.0,0.0
38049,219.5,0.0,0.0
38051,254.2,0.0,0.0
38053,440.2,107.4,0.0
38055,231.2,42.0,0.0
38057,151.3,0.0,0.0
38059,355.3,69.0,0.0
38061,316.71,234.6,0.0
38063,129.2,0.0,0.0
38065,320.2,0.0,0.0
38067,97.5,55.7,0.0
38069,89.9,22.5,0.0
38071,640.5,259.7,0.0
38073,271.9,0.0,0.0
38075,230.1,76.7,0.0
38077,336.6,18.4,0.0
38079,316.71,850.4,0.0
38081,128.5,0.0,0.0
38083,153.4,0.0,0.0
38085,316.71,857.8,203.2
38087,0.0,0.0,0.0
38089,450.2,63.8,0.0
38091,153.1,102.0,0.0
38093,350.4,14.2,0.0
38095,0.0,43.2,0.0
38097,254.7,36.4,0.0
38099,198.1,27.0,0.0
38101,692.7,97.1,2.9
38103,142.7,23.8,0.0
38105,672.4,47.3,0.0
39001,227.7,7.1,0.0
39003,567.0,148.2,0.9
39005,248.9,33.9,1.9
39007,281.5,74.1,0.0
39009,664.8,37.1,0.0
39011,211.2,19.6,0.0
39013,263.0,34.5,0.0
39015,244.0,27.1,0.0
39017,353.1,109.6,3.8
39019,261.7,46.0,0.0
39021,273.7,30.4,0.0
39023,448.7,106.5,7.3
39025,241.7,33.0,0.5
39027,314.7,23.8,4.8
39029,244.6,42.5,0.9
39031,223.1,38.1,2.7
39033,455.5,51.4,2.3
39035,718.2,254.4,5.7
39037,198.6,47.7,0.0
39039,298.5,23.4,0.0
39041,189.8,27.6,1.1
39043,480.0,193.3,0.0
39045,264.0,48.4,3.4
39047,305.6,24.3,0.0
39049,674.0,239.0,19.1
39051,247.1,18.8,0.0
39053,235.1,13.1,0.0
39055,109.6,12.8,0.0
39057,346.2,52.7,1.2
39059,275.0,70.6,0.0
39061,811.2,287.0,15.0
39063,286.4,38.3,0.0
39065,221.2,34.8,0.0
39067,211.2,25.6,0.0
39069,256.3,21.4,0.0
39071,256.4,37.0,0.0
39073,296.5,7.0,3.5
39075,57.3,6.9,0.0
39077,288.7,40.8,0.0
39079,180.0,3.1,3.1
39081,260.4,117.7,0.0
39083,217.1,21.4,1.6
39085,281.5,73.5,0.9
39087,239.0,48.5,4.8
39089,354.6,86.1,3.0
39091,246.3,61.6,4.4
39093,401.5,119.5,2.0
39095,603.1,181.3,7.1
39097,249.6,34.7,0.0
39099,499.9,169.3,2.1
39101,567.5,162.4,0.0
39103,185.8,26.3,0.0
39105,191.5,25.5,0.0
39107,196.2,19.6,0.0
39109,284.2,71.5,0.0
39111,185.1,6.9,0.0
39113,598.5,182.3,2.8
39115,154.3,20.1,0.0
39117,194.1,11.4,2.9
39119,411.8,61.0,0.0
39121,314.5,27.3,0.0
39123,162.8,26.7,0.0
39125,223.3,15.6,0.0
39127,305.6,19.4,0.0
39129,248.7,55.1,3.6
39131,313.7,28.2,0.0
39133,252.7,36.0,0.6
39135,141.4,33.5,2.4
39137,132.0,8.8,0.0
39139,474.7,146.2,0.8
39141,236.2,64.2,1.3
39143,277.9,53.2,0.0
39145,212.4,26.9,0.0
39147,295.1,42.9,0.0
39149,311.0,59.0,4.1
39151,398.7,135.3,0.8
39153,500.9,178.5,1.3
39155,423.4,127.4,1.9
39157,257.9,42.1,0.0
39159,440.9,67.5,3.8
39161,288.1,21.1,0.0
39163,165.7,22.6,0.0
39165,162.4,27.4,0.5
39167,203.9,24.5,0.0
39169,212.0,42.6,0.9
39171,173.3,13.3,0.0
39173,288.6,37.1,2.3
39175,187.1,22.3,0.0
40001,576.7,49.6,0.0
40003,136.8,68.4,0.0
40005,323.8,86.3,0.0
40007,179.7,18.0,0.0
40009,609.2,131.2,0.0
40011,432.1,61.7,0.0
40013,650.9,158.2,0.0
40015,388.6,104.8,3.4
40017,363.1,95.1,1.6
40019,554.7,210.3,4.1
40021,826.8,122.9,2.1
40023,611.5,199.4,0.0
40025,42.8,0.0,0.0
40027,424.4,86.9,3.3
40029,255.7,51.1,0.0
40031,835.6,244.1,7.2
40033,585.2,65.0,0.0
40035,408.9,61.3,0.0
40037,405.8,124.9,0.0
40039,640.0,91.9,0.0
40041,386.7,21.8,2.4
40043,103.2,20.6,0.0
40045,287.8,24.0,0.0
40047,451.3,101.2,4.8
40049,354.9,131.7,0.0
40051,352.1,72.6,1.9
40053,176.7,22.1,0.0
40055,372.7,97.2,0.0
40057,209.1,69.7,0.0
40059,262.3,26.2,0.0
40061,252.8,23.0,7.7
40063,448.5,137.5,0.0
40065,701.5,161.0,0.0
40067,388.7,62.2,0.0
40069,336.7,54.6,0.0
40071,493.1,151.2,2.2
40073,196.4,45.8,0.0
40075,278.3,53.5,0.0
40077,315.5,0.0,9.3
40079,315.4,60.3,0.0
40081,363.9,26.2,0.0
40083,634.8,216.1,2.3
40085,359.3,51.3,0.0
40087,279.4,41.1,2.7
40089,683.5,175.4,0.0
40091,448.9,87.8,0.0
40093,234.3,13.0,0.0
40095,425.3,93.8,0.0
40097,401.9,49.0,7.4
40099,415.7,145.9,7.3
40101,697.0,234.7,2.8
40103,349.5,96.1,0.0
40105,236.9,37.9,0.0
40107,307.0,40.4,0.0
40109,661.2,245.4,10.2
40111,674.5,164.8,10.1
40113,345.9,108.4,0.0
40115,533.4,68.2,0.0
40117,296.7,60.6,0.0
40119,531.2,113.8,3.8
40121,418.3,55.9,2.2
40123,684.4,123.7,2.6
40125,602.9,143.3,2.8
40127,338.3,97.9,0.0
40129,213.7,53.4,0.0
40131,349.3,35.9,0.0
40133,578.1,102.3,0.0
40135,414.9,70.4,0.0
40137,449.7,113.5,2.2
40139,321.5,36.2,0.0
40141,453.9,77.8,0.0
40143,653.9,267.5,3.5
40145,310.4,80.6,0.0
40147,267.6,50.4,0.0
40149,179.8,34.3,0.0
40151,431.4,66.4,0.0
40153,457.1,51.8,0.0
41001,231.0,12.5,0.0
41003,404.2,24.3,4.6
41005,274.3,27.3,2.6
41007,341.0,24.2,2.7
41009,269.5,24.3,0.0
41011,325.9,57.8,0.0
41013,182.6,4.8,4.8
41015,138.8,9.0,0.0
41017,336.8,17.5,1.8
41019,296.4,51.4,14.0
41021,102.7,0.0,0.0
41023,54.9,0.0,0.0
41025,335.9,28.0,0.0
41027,260.2,8.8,0.0
41029,310.7,70.0,4.8
41031,662.1,89.9,0.0
41033,265.3,88.8,8.4
41035,435.4,85.0,0.0
41037,306.9,12.8,0.0
41039,437.9,89.8,5.1
41041,237.3,10.8,2.2
41043,348.6,21.9,4.2
41045,344.5,23.0,0.0
41047,494.4,41.1,4.9
41049,264.6,35.3,0.0
41051,550.3,123.9,18.3
41053,384.1,24.7,5.2
41055,404.4,0.0,0.0
41057,201.4,19.7,7.9
41059,422.3,62.6,0.0
41061,347.0,19.5,0.0
41063,234.8,0.0,0.0
41065,435.7,19.6,3.9
41067,359.5,36.2,5.6
41069,217.2,0.0,0.0
41071,304.8,17.9,3.0
42001,232.4,17.7,0.0
42003,463.7,169.2,5.5
42005,173.3,19.1,0.0
42007,265.1,98.2,0.6
42009,73.4,14.3,2.0
42011,417.6,67.0,1.5
42013,251.0,40.4,0.8
42015,199.0,28.9,0.0
42017,181.3,32.7,1.6
42019,151.0,21.0,2.7
42021,224.9,34.9,0.7
42023,184.2,0.0,0.0
42025,126.6,23.2,1.5
42027,259.3,34.1,1.3
42029,179.6,23.9,1.4
42031,227.3,12.8,0.0
42033,170.0,4.9,0.0
42035,175.2,5.0,0.0
42037,169.2,15.0,0.0
42039,207.2,17.2,2.3
42041,257.9,48.1,1.2
42043,502.3,164.2,4.4
42045,479.6,116.2,3.4
42047,146.1,3.2,0.0
42049,498.8,146.6,5.4
42051,193.3,25.2,0.7
42053,170.4,0.0,0.0
42055,249.2,42.1,1.3
42057,129.5,0.0,0.0
42059,198.2,7.9,0.0
42061,131.3,8.8,2.2
42063,276.9,25.1,0.0
42065,171.2,8.9,2.2
42067,129.2,16.1,0.0
42069,152.9,20.1,0.0
42071,232.1,43.8,2.1
42073,303.4,41.4,0.0
42075,205.2,20.7,0.0
42077,382.4,52.4,2.3
42079,234.0,27.8,0.6
42081,346.9,15.4,3.4
42083,258.3,11.6,2.3
42085,309.0,59.9,0.0
42087,223.1,4.3,0.0
42089,145.4,19.1,1.2
42091,213.9,36.1,2.1
42093,194.2,27.0,0.0
42095,259.8,49.7,1.3
42097,173.3,12.8,2.1
42099,188.8,11.0,4.4
42101,316.71,383.8,19.8
42103,125.5,10.6,0.0
42105,228.6,0.0,0.0
42107,146.3,6.8,2.0
42109,148.0,10.0,2.5
42111,83.6,7.8,1.3
42113,472.4,141.7,0.0
42115,99.3,14.2,0.0
42117,254.3,7.1,0.0
42119,118.1,8.9,0.0
42121,174.4,22.3,1.9
42123,193.2,7.3,0.0
42125,250.2,51.4,0.5
42127,79.5,9.7,1.9
42129,198.1,43.6,0.6
42131,71.4,7.1,0.0
42133,337.2,67.0,0.5
44001,178.8,18.3,4.1
44003,250.9,25.4,3.6
44005,191.8,30.3,6.1
44007,534.0,78.9,8.7
44009,258.2,13.5,2.4
45001,467.9,172.0,0.0
45003,557.9,170.5,5.5
45005,863.9,274.4,0.0
45007,460.0,173.6,1.6
45009,687.0,116.7,6.5
45011,492.8,135.6,4.5
45013,451.6,96.6,2.3
45015,273.2,66.0,2.6
45017,405.2,119.6,0.0
45019,774.9,232.6,2.1
45021,506.4,202.2,0.0
45023,586.3,159.6,6.1
45025,445.9,97.4,0.0
45027,721.9,221.2,2.9
45029,791.3,174.7,5.3
45031,868.5,288.5,1.5
45033,316.71,249.8,12.8
45035,462.2,97.7,0.7
45037,287.5,143.7,0.0
45039,722.7,155.8,4.3
45041,753.3,239.3,5.8
45043,537.7,175.4,5.0
45045,528.8,178.8,8.0
45047,867.7,253.9,2.9
45049,632.1,210.7,0.0
45051,488.2,147.8,2.1
45053,401.8,150.2,11.3
45055,457.5,112.0,1.6
45057,405.2,78.3,2.5
45059,433.3,120.8,4.5
45061,316.71,179.9,10.9
45063,540.3,134.4,5.1
45065,482.6,150.8,0.0
45067,316.71,265.0,0.0
45069,714.2,221.4,3.6
45071,557.0,135.9,0.0
45073,243.9,61.3,2.7
45075,316.71,309.0,5.5
45077,323.8,110.2,3.3
45079,838.1,233.7,19.0
45081,462.9,94.6,5.0
45083,516.5,165.7,4.1
45085,845.3,322.8,10.2
45087,535.1,206.9,0.0
45089,444.6,235.9,9.1
45091,511.8,129.9,4.2
46003,147.1,0.0,0.0
46005,392.7,11.1,0.0
46007,840.1,260.7,0.0
46009,227.1,0.0,0.0
46011,354.9,9.1,0.0
46013,282.3,26.4,0.0
46015,223.6,18.6,0.0
46017,316.71,395.3,0.0
46019,174.2,9.7,0.0
46021,299.9,0.0,0.0
46023,316.71,508.6,0.0
46025,83.1,0.0,0.0
46027,330.1,14.4,0.0
46029,330.3,35.9,0.0
46031,316.71,830.4,735.5
46033,401.5,11.8,0.0
46035,338.0,40.4,5.0
46037,268.0,0.0,0.0
46039,92.6,0.0,0.0
46041,316.71,716.1,125.3
46043,0.0,0.0,0.0
46045,74.2,0.0,0.0
46047,234.0,0.0,0.0
46049,125.7,0.0,0.0
46051,123.6,0.0,0.0
46053,165.0,23.6,0.0
46055,211.2,105.6,0.0
46057,117.4,0.0,0.0
46059,147.4,0.0,0.0
46061,29.4,0.0,0.0
46063,79.2,0.0,0.0
46065,388.4,131.4,0.0
46067,181.9,0.0,0.0
46069,215.7,0.0,0.0
46071,995.0,310.9,0.0
46073,96.8,48.4,0.0
46075,599.4,299.7,0.0
46077,177.7,19.7,0.0
46079,165.9,0.0,0.0
46081,357.3,32.1,0.0
46083,194.6,20.1,0.0
46085,745.1,205.5,25.7
46087,194.6,53.1,0.0
46089,40.7,0.0,0.0
46091,126.0,0.0,21.0
46093,308.8,29.4,0.0
46095,672.8,336.4,0.0
46097,42.9,0.0,0.0
46099,583.4,144.7,3.3
46101,359.2,93.7,0.0
46103,546.5,116.3,0.0
46105,32.9,0.0,0.0
46107,208.9,0.0,0.0
46109,936.5,48.8,0.0
46111,301.2,43.0,0.0
46113,316.71,835.8,0.0
46115,196.7,15.1,0.0
46117,234.8,67.1,0.0
46119,69.6,0.0,0.0
46121,316.71,801.4,0.0
46123,309.2,0.0,0.0
46125,83.7,12.0,0.0
46127,202.3,60.7,6.7
46129,687.9,90.5,90.5
46135,352.5,35.2,0.0
46137,846.9,388.1,0.0
47001,315.1,43.7,1.3
47003,355.1,82.8,0.0
47005,233.3,12.3,0.0
47007,316.71,70.1,0.0
47009,315.7,44.8,1.6
47011,390.8,127.6,2.0
47013,223.7,22.4,0.0
47015,123.4,14.5,0.0
47017,470.0,56.1,0.0
47019,174.4,24.4,1.7
47021,220.3,40.5,0.0
47023,352.2,5.8,0.0
47025,263.0,12.7,0.0
47027,218.7,12.9,0.0
47029,200.1,31.0,0.0
47031,320.5,39.4,0.0
47033,431.8,61.7,0.0
47035,226.2,7.0,3.5
47037,651.5,195.0,8.8
47039,205.8,0.0,0.0
47041,276.6,15.7,0.0
47043,310.3,37.8,0.0
47045,463.2,44.5,0.0
47047,540.2,85.3,7.8
47049,212.2,16.8,0.0
47051,260.2,48.6,2.4
47053,509.5,93.0,0.0
47055,351.4,66.1,3.5
47057,141.0,13.2,0.0
47059,358.9,27.8,0.0
47061,88.9,14.8,0.0
47063,321.8,44.4,0.0
47065,520.8,169.8,6.9
47067,269.5,0.0,0.0
47069,695.7,125.4,0.0
47071,388.0,30.7,0.0
47073,198.9,17.6,1.8
47075,757.2,159.1,5.5
47077,463.5,35.7,0.0
47079,288.7,96.2,0.0
47081,234.9,24.7,0.0
47083,301.5,24.1,0.0
47085,334.4,32.9,0.0
47087,191.0,17.4,0.0
47089,253.2,13.4,1.9
47091,66.8,5.6,0.0
47093,440.1,127.7,4.9
47095,879.6,51.7,0.0
47097,550.5,100.7,0.0
47099,214.3,19.1,0.0
47101,326.1,16.7,0.0
47103,410.3,56.5,3.0
47105,245.8,31.7,2.0
47107,252.2,32.5,3.8
47109,260.1,23.0,0.0
47111,290.7,13.2,0.0
47113,729.2,206.6,2.0
47115,373.6,56.4,0.0
47117,369.4,61.0,0.0
47119,409.5,121.8,0.0
47121,257.5,17.2,0.0
47123,232.0,44.2,2.2
47125,986.9,307.4,3.8
47127,190.4,0.0,0.0
47129,164.3,4.6,0.0
47131,330.9,64.2,6.4
47133,172.1,0.0,0.0
47135,101.7,12.7,0.0
47137,314.3,0.0,0.0
47139,191.7,35.9,0.0
47141,350.9,20.4,0.0
47143,295.3,36.9,3.1
47145,239.4,15.1,1.9
47147,332.4,81.6,1.5
47149,483.6,100.0,4.3
47151,204.4,0.0,0.0
47153,115.8,20.4,0.0
47155,300.3,21.4,2.1
47157,859.4,229.4,8.3
47159,220.2,15.7,0.0
47161,232.0,37.4,0.0
47163,227.3,43.4,0.0
47165,324.5,32.0,0.0
47167,441.7,90.9,1.6
47169,498.2,25.5,0.0
47171,171.4,49.8,0.0
47173,240.8,31.4,0.0
47175,232.8,0.0,0.0
47177,355.3,27.5,0.0
47179,252.5,44.6,1.6
47181,129.9,17.7,0.0
47183,496.4,121.9,0.0
47185,274.3,11.4,0.0
47187,170.4,19.6,1.0
47189,254.2,45.9,0.8
48001,379.7,88.0,0.0
48003,369.1,35.7,0.0
48005,567.2,181.8,0.0
48007,529.6,82.1,28.7
48009,241.9,23.0,0.0
48011,51.3,51.3,0.0
48013,443.8,76.4,6.4
48015,232.3,55.5,0.0
48017,253.0,56.2,14.1
48019,87.4,29.1,0.0
48021,436.5,81.8,4.0
48023,110.7,55.3,0.0
48025,637.2,115.9,0.0
48027,316.71,330.1,7.6
48029,568.6,160.6,12.5
48031,289.1,18.7,0.0
48033,0.0,0.0,0.0
48035,308.0,112.0,5.6
48037,581.9,285.6,2.1
48039,358.5,73.0,1.8
48041,659.1,181.1,7.9
48043,549.2,53.8,0.0
48045,65.1,0.0,0.0
48047,704.7,27.6,0.0
48049,408.0,50.3,0.0
48051,413.5,151.4,11.6
48053,317.2,41.1,0.0
48055,586.3,147.8,15.3
48057,362.3,68.8,4.6
48059,199.6,14.8,0.0
48061,477.9,52.5,0.7
48063,612.3,161.1,8.1
48065,133.1,83.2,0.0
48067,336.3,191.2,0.0
48069,149.4,112.1,0.0
48071,114.1,27.2,2.7
48073,513.0,139.5,2.0
48075,253.7,84.6,0.0
48077,191.0,19.1,9.5
48079,364.7,0.0,0.0
48081,186.9,155.8,0.0
48083,304.3,23.4,0.0
48085,269.2,56.2,1.1
48087,258.1,96.8,0.0
48089,404.8,67.5,4.8
48091,276.0,38.8,5.9
48093,176.2,14.7,0.0
48095,49.5,0.0,0.0
48097,343.2,88.4,0.0
48099,497.4,127.3,1.3
48101,68.9,0.0,0.0
48103,251.4,62.9,0.0
48105,210.1,26.3,0.0
48107,534.1,100.2,0.0
48109,439.2,43.9,0.0
48111,269.2,42.5,0.0
48113,602.5,203.0,12.1
48115,470.7,57.9,0.0
48117,516.2,182.5,20.9
48119,362.7,76.4,0.0
48121,313.5,64.9,2.7
48123,365.8,112.2,0.0
48125,174.6,0.0,0.0
48127,532.3,192.7,0.0
48129,113.6,28.4,0.0
48131,859.1,128.9,0.0
48133,164.4,49.3,0.0
48135,726.3,254.4,2.7
48137,159.2,0.0,0.0
48139,323.1,62.8,1.9
48141,602.5,83.2,3.6
48143,458.9,60.5,0.0
48145,697.4,148.6,0.0
48147,267.4,44.6,5.9
48149,217.6,48.3,0.0
48151,414.9,77.8,0.0
48153,288.9,48.2,0.0
48155,78.3,0.0,0.0
48157,235.3,62.5,3.7
48159,337.7,103.2,0.0
48161,280.0,40.7,0.0
48163,597.8,227.0,5.5
48165,296.0,47.6,0.0
48167,456.0,83.8,2.6
48169,490.7,174.1,0.0
48171,213.0,27.6,0.0
48173,0.0,0.0,0.0
48175,187.5,40.2,0.0
48177,541.6,78.8,0.0
48179,308.1,99.8,0.0
48181,326.9,85.0,0.0
48183,826.7,266.6,7.3
48185,510.1,152.6,3.7
48187,271.0,60.8,4.2
48189,494.9,123.0,2.8
48191,277.9,0.0,0.0
48193,288.8,36.1,0.0
48195,144.0,18.0,0.0
48197,199.2,0.0,0.0
48199,185.9,45.1,1.8
48201,571.5,164.3,8.4
48203,435.1,143.5,1.5
48205,32.8,0.0,0.0
48207,306.4,85.1,0.0
48209,703.9,97.7,7.4
48211,481.0,48.1,0.0
48213,320.3,75.0,0.0
48215,457.0,52.7,1.0
48217,399.2,106.3,0.0
48219,505.7,119.0,4.2
48221,268.4,35.9,1.9
48223,329.0,92.8,2.8
48225,296.8,52.4,4.4
48227,462.0,119.0,0.0
48229,271.2,30.1,0.0
48231,463.0,126.4,1.1
48233,334.6,206.2,0.0
48235,248.1,0.0,0.0
48237,100.5,22.3,0.0
48239,226.2,54.8,0.0
48241,409.5,131.8,2.8
48243,355.1,0.0,0.0
48245,481.5,204.1,8.3
48247,266.9,0.0,0.0
48249,671.8,129.6,2.4
48251,288.3,60.8,1.9
48253,156.1,40.3,0.0
48255,378.0,132.6,0.0
48257,286.5,82.9,0.9
48259,235.7,58.3,2.6
48261,0.0,0.0,0.0
48263,0.0,0.0,0.0
48265,252.2,52.0,2.0
48267,245.5,44.6,0.0
48269,0.0,0.0,0.0
48271,251.0,0.0,0.0
48273,604.3,102.8,6.2
48275,318.6,185.8,0.0
48277,538.2,139.6,0.0
48279,333.9,130.7,0.0
48281,455.0,64.3,4.9
48283,217.1,54.3,0.0
48285,189.0,81.7,0.0
48287,240.6,60.1,0.0
48289,322.5,83.6,11.9
48291,348.5,54.6,0.0
48293,518.7,124.3,0.0
48295,86.1,28.7,0.0
48297,337.1,75.8,0.0
48299,185.1,5.1,0.0
48301,0.0,0.0,0.0
48303,691.6,259.2,2.4
48305,279.6,122.3,0.0
48307,312.1,24.0,0.0
48309,619.1,196.7,0.4
48311,392.7,0.0,0.0
48313,522.5,130.6,7.3
48315,234.5,58.6,0.0
48317,225.9,56.5,0.0
48319,96.9,24.2,0.0
48321,344.3,106.6,0.0
48323,507.8,64.4,1.8
48325,234.2,46.4,2.1
48327,46.6,0.0,0.0
48329,610.7,210.6,2.0
48331,521.4,95.2,0.0
48333,346.4,0.0,0.0
48335,265.9,106.4,0.0
48337,220.5,35.9,0.0
48339,221.4,33.5,1.6
48341,365.8,40.6,0.0
48343,405.2,132.5,0.0
48345,167.2,0.0,0.0
48347,734.7,146.9,4.6
48349,449.6,127.0,8.3
48351,169.7,21.2,7.1
48353,678.3,212.8,0.0
48355,734.7,211.9,5.7
48357,296.1,18.5,0.0
48359,190.3,47.6,0.0
48361,255.6,79.6,0.0
48363,286.9,28.7,0.0
48365,410.6,100.5,4.2
48367,234.7,58.5,1.6
48369,210.7,20.1,10.0
48371,375.9,63.7,0.0
48373,347.2,80.8,2.2
48375,993.7,462.8,2.5
48377,277.7,13.9,0.0
48379,361.5,126.5,0.0
48381,310.7,120.2,0.0
48383,416.6,27.8,0.0
48385,358.2,89.6,0.0
48387,352.8,16.0,0.0
48389,529.9,50.1,0.0
48391,328.5,109.5,0.0
48393,120.3,120.3,0.0
48395,703.6,242.6,12.1
48397,187.7,27.0,5.9
48399,242.5,38.8,0.0
48401,233.1,57.8,0.0
48403,183.4,19.3,0.0
48405,490.4,68.4,0.0
48407,148.9,26.1,0.0
48409,390.1,65.0,12.1
48411,199.6,16.6,0.0
48413,124.8,62.4,0.0
48415,526.0,144.5,0.0
48417,148.1,88.9,0.0
48419,325.7,77.5,7.8
48421,323.3,32.3,0.0
48423,539.2,173.5,0.9
48425,184.8,46.2,0.0
48427,292.1,30.7,0.0
48429,183.8,10.8,0.0
48431,82.0,0.0,0.0
48433,69.8,0.0,0.0
48435,324.5,74.9,0.0
48437,309.2,64.4,0.0
48439,452.6,139.8,8.6
48441,518.2,116.3,0.0
48443,221.5,0.0,0.0
48445,384.5,54.9,0.0
48447,62.5,0.0,0.0
48449,408.2,43.0,0.0
48451,571.5,213.1,0.9
48453,653.2,196.8,17.2
48455,243.2,76.4,0.0
48457,177.0,46.6,0.0
48459,298.4,92.8,2.5
48461,266.9,89.0,0.0
48463,527.4,133.7,0.0
48465,462.7,61.7,2.1
48467,282.0,80.0,0.0
48469,559.8,164.4,6.7
48471,533.3,133.7,10.2
48473,373.8,70.8,2.2
48475,382.4,80.0,0.0
48477,553.5,181.6,0.0
48479,499.1,39.2,0.4
48481,383.3,70.4,2.4
48483,156.5,52.2,0.0
48485,469.5,120.4,2.3
48487,357.9,38.1,0.0
48489,615.8,63.9,4.6
48491,381.7,76.9,2.5
48493,211.4,37.4,4.4
48495,525.9,105.2,0.0
48497,162.5,42.7,0.0
48499,208.0,80.4,0.0
48501,244.4,61.1,0.0
48503,245.4,60.0,0.0
48505,333.6,6.9,0.0
48507,378.4,41.1,0.0
49001,92.9,31.0,0.0
49003,122.1,9.8,0.0
49005,175.4,24.0,0.0
49007,195.3,4.8,0.0
49009,88.7,0.0,0.0
49011,295.9,32.3,0.6
49013,142.8,9.8,0.0
49015,37.2,0.0,0.0
