FIPS,Rate_x,Rate_y,Rate
20071,310.1,0.0,77.5
20073,202.4,31.1,0.0
20075,230.0,0.0,0.0
20077,392.5,0.0,0.0
20079,250.4,43.2,0.0
20081,217.3,24.1,0.0
20083,256.4,51.3,0.0
20085,254.4,37.4,0.0
20087,170.1,31.9,0.0
20089,131.3,0.0,0.0
20091,273.8,33.0,1.2
20093,229.4,0.0,0.0
20095,191.2,25.5,0.0
20097,79.3,0.0,0.0
20099,200.8,43.0,0.0
20101,0.0,0.0,0.0
20103,363.2,65.2,2.6
20105,63.6,31.8,0.0
20107,157.6,10.5,0.0
20109,71.5,0.0,0.0
20111,396.9,26.9,6.0
20113,209.7,30.4,3.4
20115,147.3,16.4,0.0
20117,279.9,0.0,0.0
20119,92.1,46.1,0.0
20121,201.0,15.2,3.0
20123,109.8,0.0,0.0
20125,312.0,52.5,2.9
20127,191.6,0.0,17.4
20129,190.9,0.0,0.0
20131,88.6,59.0,0.0
20133,219.1,18.3,6.1
20135,97.6,0.0,0.0
20137,71.1,0.0,0.0
20139,241.6,24.8,0.0
20141,104.8,0.0,0.0
20143,182.1,16.6,0.0
20145,502.1,28.7,0.0
20147,162.5,18.1,0.0
20149,136.6,13.2,0.0
20151,313.8,10.1,0.0
20153,270.4,0.0,0.0
20155,358.3,77.9,0.0
20157,186.7,0.0,0.0
20159,209.8,49.9,0.0
20161,594.2,74.3,1.3
20163,211.9,38.5,0.0
20165,94.2,0.0,0.0
20167,216.4,14.4,0.0
20169,427.0,102.3,1.8
20171,139.0,19.9,0.0
20173,539.2,205.2,2.4
20175,397.6,42.8,0.0
20177,501.0,204.7,3.9
20179,0.0,0.0,0.0
20181,196.2,16.4,0.0
20183,27.0,0.0,0.0
20185,229.4,22.9,0.0
20187,91.2,0.0,0.0
20189,257.9,0.0,0.0
20191,224.7,50.9,0.0
20193,314.5,25.2,0.0
20195,402.7,0.0,0.0
20197,269.5,14.2,0.0
20199,0.0,0.0,0.0
20201,195.4,17.8,0.0
20203,91.2,0.0,0.0
20205,219.7,11.0,0.0
20207,279.4,0.0,0.0
20209,726.4,202.6,10.6
21001,245.6,32.0,0.0
21003,182.2,19.7,0.0
21005,284.3,18.3,0.0
21007,432.1,36.0,0.0
21009,285.9,46.5,0.0
21011,209.0,41.8,0.0
21013,236.7,10.8,0.0
21015,333.5,87.6,2.4
21017,285.0,60.0,0.0
21019,290.5,65.5,2.0
21021,468.8,75.8,0.0
21023,392.1,0.0,0.0
21025,88.6,14.8,0.0
21027,259.5,15.0,0.0
21029,223.8,32.5,2.6
21031,164.2,23.5,0.0
21033,311.9,93.6,0.0
21035,581.6,63.7,0.0
21037,371.5,96.7,3.3
21039,220.0,0.0,0.0
21041,310.4,27.4,9.1
21043,117.6,22.1,3.7
21045,217.8,43.6,0.0
21047,618.9,222.5,0.0
21049,471.7,157.2,0.0
21051,140.4,4.7,0.0
21053,236.5,19.7,0.0
21055,226.9,10.8,0.0
21057,162.0,14.7,0.0
21059,476.5,116.1,0.0
21061,248.7,8.3,8.3
21063,91.7,0.0,0.0
21065,179.5,6.9,0.0
21067,530.1,183.8,9.1
21069,275.7,27.6,0.0
21071,255.6,5.2,0.0
21073,586.1,82.6,4.0
21075,626.5,219.3,0.0
21077,200.6,59.0,0.0
21079,283.8,17.7,0.0
21081,303.0,40.4,0.0
21083,331.1,56.1,2.7
21085,200.0,3.8,3.8
21087,161.0,0.0,0.0
21089,106.8,19.2,0.0
21091,241.7,11.5,0.0
21093,405.8,99.8,0.0
21095,119.3,14.0,0.0
21097,243.0,48.6,0.0
21099,236.9,43.1,0.0
21101,403.5,118.7,4.3
21103,246.0,25.9,0.0
21105,252.9,42.1,0.0
21107,437.4,109.4,2.1
21109,89.4,7.4,0.0
21111,687.1,220.0,9.8
21113,211.3,63.8,8.0
21115,174.8,4.3,4.3
21117,432.7,154.5,5.5
21119,156.5,6.3,0.0
21121,361.7,22.0,3.1
21123,213.3,49.8,0.0
21125,238.4,10.1,3.4
21127,113.5,0.0,0.0
21129,110.2,13.8,0.0
21131,108.9,0.0,0.0
21133,144.0,8.5,0.0
21135,159.4,7.2,0.0
21137,385.7,45.1,4.1
21139,213.7,21.4,0.0
21141,193.5,55.8,0.0
21143,118.3,35.5,0.0
21145,477.3,139.2,0.0
21147,339.1,33.4,5.6
21149,105.3,10.5,0.0
21151,407.8,64.3,2.3
21153,92.7,7.7,0.0
21155,439.0,79.8,0.0
21157,241.1,12.9,6.4
21159,79.1,0.0,0.0
21161,358.8,138.9,0.0
21163,215.7,27.4,3.4
21165,604.3,63.6,15.9
21167,332.6,23.4,0.0
21169,170.3,0.0,0.0
21171,187.2,18.7,0.0
21173,356.0,80.7,3.7
21175,89.7,0.0,0.0
21177,468.3,35.3,0.0
21179,480.5,94.3,2.2
21181,397.8,28.4,0.0
21183,162.6,8.3,0.0
21185,178.0,30.5,0.0
21187,187.6,0.0,0.0
21189,107.4,0.0,0.0
21191,260.8,61.8,0.0
21193,132.1,10.7,0.0
21195,192.5,6.3,0.0
21197,320.2,32.0,0.0
21199,242.5,29.7,1.6
21201,313.2,44.7,0.0
21203,101.8,0.0,0.0
21205,544.1,38.3,4.3
21207,180.3,28.2,5.6
21209,422.4,66.1,2.0
21211,513.4,108.6,2.3
21213,337.2,56.2,0.0
21215,243.8,34.0,17.0
21217,215.0,56.8,0.0
21219,447.9,56.0,0.0
21221,363.8,91.0,0.0
21223,102.1,34.0,0.0
21225,316.71,146.4,0.0
21227,406.4,127.6,1.7
21229,336.8,33.7,0.0
21231,217.6,14.5,0.0
21233,386.6,44.6,0.0
21235,209.7,0.0,0.0
21237,262.1,27.6,0.0
21239,213.6,11.9,0.0
22001,458.2,170.4,3.2
22003,223.2,101.8,0.0
22005,379.4,74.3,1.7
22007,496.0,99.2,8.6
22009,455.2,145.3,2.4
22011,284.8,30.4,0.0
22013,736.7,257.5,7.2
22015,413.5,120.3,11.3
22017,316.71,339.4,28.6
22019,416.3,113.7,2.6
22021,440.5,150.2,10.0
22023,103.8,14.8,0.0
22025,273.5,87.9,0.0
22027,600.6,168.2,6.0
22029,352.2,102.7,0.0
22031,587.1,132.9,14.8
22033,648.9,219.0,16.4
22035,690.7,239.1,13.3
22037,461.3,136.9,5.1
22039,458.6,154.9,6.0
22041,510.4,106.9,9.7
22043,394.9,54.5,0.0
22045,818.9,299.1,13.5
22047,521.5,155.8,9.0
22049,533.8,211.0,6.2
22051,596.2,158.2,11.5
22053,386.6,137.4,3.2
22055,572.2,188.9,6.9
22057,481.8,111.2,13.4
22059,351.9,81.2,6.8
22061,782.5,263.6,12.7
22063,257.4,41.0,1.5
22065,316.71,368.9,0.0
22067,986.8,458.3,7.4
22069,316.71,250.4,15.3
22071,316.71,424.3,39.1
22073,316.71,451.9,23.7
22075,305.7,55.2,8.5
22077,382.2,102.2,0.0
22079,605.0,201.9,6.0
22081,316.71,337.3,45.0
22083,954.1,397.9,19.2
22085,425.0,94.9,0.0
22087,485.3,163.3,9.2
22089,439.0,85.5,9.5
22091,340.2,92.0,9.2
22093,565.5,193.1,9.2
22095,749.5,148.5,16.0
22097,609.9,172.6,7.2
22099,500.6,179.5,5.7
22101,620.1,171.8,7.5
22103,306.2,56.1,1.2
22105,522.3,120.4,6.4
22107,468.6,366.7,0.0
22109,743.2,153.4,16.9
22111,510.2,183.5,4.5
22113,383.1,97.9,6.8
22115,395.4,83.6,0.0
22117,473.9,118.5,0.0
22119,668.7,231.1,17.2
22121,447.6,134.3,4.1
22123,540.8,61.1,0.0
22125,336.7,58.3,6.5
22127,411.8,114.8,0.0
23001,484.2,63.2,0.9
23003,159.9,1.4,0.0
23005,289.7,21.0,1.4
23007,213.1,16.4,0.0
23009,164.1,3.6,0.0
23011,295.5,19.0,0.8
23013,129.0,7.6,0.0
23015,187.7,8.8,0.0
23017,218.2,1.7,0.0
23019,350.1,11.7,2.6
23021,210.2,0.0,0.0
23023,219.9,11.4,2.9
23025,228.2,9.7,1.9
23027,256.8,10.3,2.6
23029,155.3,15.5,6.2
23031,200.1,17.5,0.5
24001,353.6,62.6,0.0
24003,314.0,59.7,4.7
24005,419.2,86.0,5.6
24009,286.2,35.4,1.1
24011,324.2,48.9,0.0
24013,165.3,16.1,1.2
24015,254.1,68.7,3.9
24017,498.5,82.4,3.3
24019,759.3,208.2,0.0
24021,268.0,36.5,1.2
24023,190.7,16.7,0.0
24025,189.8,30.1,2.8
24027,235.1,34.8,3.0
24029,295.8,25.1,0.0
24031,269.2,41.0,3.0
24033,688.7,143.4,12.5
24035,183.4,35.0,0.0
24037,261.8,43.8,1.8
24039,570.9,175.1,3.8
24041,329.5,44.8,2.6
24043,303.5,105.6,3.3
24045,569.9,186.3,3.0
24047,414.6,83.3,0.0
24510,316.71,352.7,30.9
25001,98.1,14.0,3.3
25003,77.2,2.3,1.5
25005,244.6,58.6,4.0
25007,75.3,23.2,0.0
25009,343.8,29.1,2.4
25011,183.9,8.4,2.8
25013,508.2,47.7,4.1
25015,169.2,22.6,1.9
25017,239.2,38.2,4.3
25019,144.2,28.8,0.0
25021,290.2,75.0,4.7
25023,234.3,43.0,1.2
25025,498.6,144.3,11.4
25027,211.2,30.8,2.8
26001,141.8,0.0,0.0
26003,42.0,0.0,0.0
26005,250.6,26.7,2.7
26007,202.8,6.9,0.0
26009,184.0,0.0,0.0
26011,103.3,6.5,0.0
26013,138.0,0.0,0.0
26015,252.1,6.8,0.0
26017,280.8,21.5,0.9
26019,166.4,11.5,0.0
26021,505.0,67.6,2.6
26023,258.9,9.2,6.9
26025,653.3,138.5,3.0
26027,223.5,30.8,0.0
26029,164.6,11.5,0.0
26031,136.0,0.0,0.0
26033,232.6,2.6,0.0
26035,186.5,3.3,0.0
26037,230.7,16.9,0.0
26039,244.5,0.0,0.0
26041,222.2,8.1,0.0
26043,191.6,0.0,0.0
26045,371.0,67.4,0.9
26047,135.8,6.0,0.0
26049,705.9,186.8,2.2
26051,200.1,0.0,0.0
26053,194.8,12.6,0.0
26055,312.3,6.7,2.2
26057,219.2,19.1,0.0
26059,229.9,2.2,2.2
26061,115.9,8.3,0.0
26063,176.9,3.1,0.0
26065,606.6,143.1,3.5
26067,210.7,14.0,0.0
26069,153.4,3.9,0.0
26071,121.6,0.0,0.0
26073,318.0,21.3,1.4
26075,480.8,31.8,3.1
26077,778.7,250.1,3.1
26079,162.8,0.0,0.0
26081,579.9,136.6,1.4
26083,136.9,0.0,0.0
26085,298.6,35.1,0.0
26087,151.6,10.2,1.1
26089,193.1,4.6,0.0
26091,209.7,10.1,2.0
26093,146.9,14.1,1.6
26095,123.0,0.0,0.0
26097,153.7,0.0,0.0
26099,284.5,57.6,2.9
26101,143.1,8.2,0.0
26103,308.7,25.1,0.0
26105,188.8,24.5,0.0
26107,322.4,20.9,2.3
26109,176.5,12.6,0.0
26111,207.3,13.1,1.2
26113,179.4,6.6,6.6
26115,216.1,30.6,0.7
26117,237.7,19.0,0.0
26119,128.3,10.7,0.0
26121,700.0,150.9,2.3
26123,275.0,18.7,2.1
26125,283.4,49.8,5.8
26127,278.1,11.4,0.0
26129,164.8,4.7,0.0
26131,31.6,0.0,0.0
26133,206.4,4.3,0.0
26135,131.3,0.0,0.0
26137,244.5,4.1,0.0
26139,260.4,31.2,1.8
26141,107.2,0.0,0.0
26143,162.4,4.2,0.0
26145,586.1,160.8,2.0
26147,253.6,19.3,1.9
26149,247.7,11.5,0.0
26151,191.3,9.6,0.0
26153,109.1,12.1,0.0
26155,296.1,23.2,0.0
26157,206.4,14.7,0.0
26159,318.1,31.8,0.0
26161,400.0,73.4,6.5
26163,804.3,233.2,12.0
26165,303.3,3.1,0.0
27001,127.0,31.8,0.0
27003,315.7,50.7,3.2
27005,207.6,18.1,0.0
27007,407.3,56.9,2.2
27009,387.6,38.3,2.6
27011,58.6,0.0,0.0
27013,470.0,32.0,1.5
27015,161.9,3.9,3.9
27017,270.7,67.7,0.0
27019,152.8,14.7,1.0
27021,322.2,52.5,0.0
27023,206.7,24.8,0.0
27025,219.5,26.0,1.9
27027,334.6,70.9,0.0
27029,237.6,33.9,0.0
27031,76.9,19.2,0.0
27033,198.0,34.4,0.0
27035,207.3,28.5,0.0
27037,278.6,41.1,3.4
27039,314.5,9.8,0.0
27041,128.6,16.4,0.0
27043,126.8,0.0,0.0
27045,192.0,9.6,0.0
27047,277.9,25.8,0.0
27049,264.7,32.3,0.0
27051,116.9,0.0,16.7
27053,536.0,166.6,13.9
27055,122.3,0.0,0.0
27057,213.0,19.4,0.0
27059,230.3,20.9,0.0
27061,256.8,65.8,0.0
27063,165.7,19.5,0.0
27065,193.8,12.5,0.0
27067,292.4,25.9,0.0
27069,44.4,0.0,22.2
27071,113.6,15.1,0.0
27073,99.6,28.5,0.0
27075,167.0,0.0,0.0
27077,152.7,0.0,0.0
27079,133.0,14.4,0.0
27081,120.1,17.2,0.0
27083,156.9,35.3,0.0
27085,192.1,5.6,0.0
27087,253.1,144.6,0.0
27089,84.9,10.6,0.0
27091,235.0,19.6,0.0
27093,168.7,8.7,0.0
27095,274.8,61.9,0.0
27097,212.9,9.1,0.0
27099,297.5,53.4,0.0
27101,140.6,0.0,0.0
27103,196.8,36.3,0.0
27105,231.3,23.1,0.0
27107,30.2,45.2,0.0
27109,374.6,18.8,1.3
27111,119.8,15.6,0.0
27113,184.2,0.0,0.0
27115,264.6,13.7,0.0
27117,194.2,0.0,0.0
27119,256.6,44.3,0.0
27121,137.2,9.1,0.0
27123,540.3,147.3,7.6
27125,246.5,24.6,0.0
27127,146.1,12.7,0.0
27129,138.5,6.6,0.0
27131,241.4,10.8,0.0
27133,115.5,0.0,0.0
27135,103.1,0.0,0.0
27137,364.5,50.9,1.5
27139,217.2,30.6,1.5
27141,287.3,29.9,0.0
27143,185.8,0.0,0.0
27145,337.3,42.1,0.7
27147,279.7,8.2,2.7
27149,92.4,20.5,0.0
27151,83.8,21.0,0.0
27153,135.3,0.0,0.0
27155,203.2,0.0,0.0
27157,209.9,4.7,0.0
27159,152.1,36.2,0.0
27161,356.1,20.9,5.2
27163,232.8,25.5,1.2
27165,350.2,0.0,0.0
27167,122.0,45.8,0.0
27169,406.0,17.6,0.0
27171,171.2,11.7,3.1
27173,167.6,9.9,0.0
28001,729.2,174.5,3.1
28003,233.1,40.2,0.0
28005,379.9,54.3,15.5
28007,636.7,108.7,0.0
28009,431.7,81.7,0.0
28011,316.71,243.8,0.0
28013,624.4,169.7,0.0
28015,462.2,96.3,0.0
28017,727.9,104.0,5.8
28019,250.9,35.8,0.0
28021,0.0,0.0,0.0
28023,456.9,127.9,12.2
28025,632.1,279.3,4.9
28027,316.71,250.2,4.0
28029,316.71,228.2,17.3
28031,674.5,221.4,5.1
28033,441.0,53.5,4.2
28035,795.5,381.5,26.0
28037,706.1,138.7,12.6
28039,220.2,73.4,0.0
28041,365.1,140.4,7.0
28043,684.8,152.7,4.6
28045,294.1,68.0,2.2
28047,580.7,198.0,6.1
28049,316.71,415.3,21.6
28051,316.71,238.8,10.9
28053,316.71,156.9,0.0
28055,501.8,143.4,0.0
28057,0.0,0.0,0.0
28059,442.2,133.1,4.3
28061,704.3,194.3,0.0
28063,316.71,288.4,13.1
28065,828.6,217.6,25.1
28067,530.7,200.1,5.8
28069,621.7,136.0,9.7
28071,697.6,124.7,0.0
28073,326.5,103.7,6.8
28075,657.9,295.3,3.7
28077,591.3,119.9,8.0
28079,714.0,136.8,0.0
28081,689.0,201.5,1.2
28083,316.71,427.1,0.0
28085,626.3,137.9,2.9
28087,645.8,206.9,5.0
28089,512.9,133.5,6.0
28091,485.1,164.2,3.8
28093,780.5,164.3,2.7
28095,803.0,180.0,0.0
28097,957.1,180.0,0.0
28099,694.8,132.2,6.8
28101,622.4,216.7,9.2
28103,847.7,225.4,9.0
28105,736.1,197.8,20.4
28107,845.9,200.6,0.0
28109,355.9,96.2,1.8
28111,461.6,173.1,0.0
28113,852.2,282.4,10.0
28115,326.9,61.5,0.0
28117,323.0,94.5,3.9
28119,316.71,205.0,0.0
28121,365.2,85.2,4.1
28123,788.7,208.7,0.0
28125,316.71,361.1,0.0
28127,494.5,152.7,3.6
28129,425.3,172.6,0.0
28131,383.0,94.4,0.0
28133,316.71,278.6,7.1
28135,968.1,145.9,13.3
28137,468.8,123.4,0.0
28139,289.8,45.3,4.5
28141,281.6,5.1,0.0
28143,316.71,303.0,0.0
28145,309.9,39.6,0.0
28147,395.2,120.6,0.0
28149,742.5,331.8,8.3
28151,316.71,316.0,4.0
28153,603.7,160.7,0.0
28155,350.5,80.1,0.0
28157,586.3,127.9,10.7
28159,590.8,165.0,0.0
28161,630.4,145.5,0.0
28163,867.9,369.4,3.6
29001,273.7,31.3,3.9
29003,217.8,0.0,0.0
29005,183.5,0.0,0.0
29007,611.8,93.5,0.0
29009,185.5,14.1,0.0
29011,171.1,8.1,0.0
29013,175.2,6.0,0.0
29015,121.5,26.4,0.0
29017,88.1,16.0,0.0
29019,650.6,131.2,1.2
29021,541.1,62.5,1.1
29023,506.0,167.1,0.0
29025,186.9,55.0,0.0
29027,383.2,85.7,0.0
29029,164.2,29.6,2.3
29031,508.3,128.0,1.3
29033,263.0,0.0,0.0
29035,159.0,0.0,0.0
29037,319.9,43.7,3.0
29039,179.7,14.4,0.0
29041,157.3,26.2,0.0
29043,228.7,30.9,0.0
29045,173.7,14.5,0.0
29047,379.2,81.1,6.5
29049,228.5,19.4,4.9
29051,606.3,147.3,0.0
29053,340.0,28.3,5.7
29055,215.9,12.2,0.0
29057,237.5,39.6,0.0
29059,187.5,60.5,0.0
29061,156.7,0.0,0.0
29063,148.0,23.4,0.0
29065,158.9,25.4,0.0
29067,118.4,7.4,0.0
29069,365.8,119.8,0.0
29071,226.9,21.6,0.0
29073,349.0,20.1,0.0
29075,88.6,0.0,0.0
29077,526.6,144.8,2.1
29079,318.7,19.3,0.0
29081,114.4,0.0,0.0
29083,217.6,49.9,0.0
29085,182.7,32.2,0.0
29087,131.3,0.0,0.0
29089,370.5,58.5,0.0
29091,257.5,22.3,2.5
29093,222.4,0.0,0.0
29095,745.7,258.4,25.4
29097,438.2,34.4,0.9
29099,237.6,18.5,0.9
29101,569.9,75.1,0.0
29103,221.3,0.0,0.0
29105,207.5,36.4,0.0
29107,242.8,42.5,0.0
29109,220.0,18.3,2.6
29111,246.3,0.0,0.0
29113,226.5,29.7,1.9
29115,234.5,24.3,0.0
29117,262.3,13.4,0.0
29119,350.2,48.8,0.0
29121,186.6,45.0,0.0
29123,128.7,8.0,0.0
29125,122.0,0.0,0.0
29127,373.7,83.0,0.0
29129,0.0,27.1,0.0
29131,263.0,31.9,0.0
29133,350.1,119.0,0.0
29135,228.6,44.5,0.0
29137,182.4,11.4,0.0
29139,225.7,25.1,0.0
29141,187.5,54.3,0.0
29143,430.2,201.5,0.0
29145,321.2,25.5,0.0
29147,451.4,30.1,4.3
29149,54.6,9.1,0.0
29151,131.5,7.3,0.0
29153,52.3,0.0,10.5
29155,634.0,252.5,0.0
29157,230.7,36.7,0.0
29159,367.3,101.9,0.0
29161,283.4,44.6,2.2
29163,198.2,0.0,0.0
29165,324.7,53.6,1.1
29167,245.4,42.0,0.0
29169,634.4,91.2,0.0
29171,225.6,0.0,0.0
29173,117.7,19.6,0.0
29175,268.6,28.1,0.0
29177,178.0,47.7,0.0
29179,121.2,15.2,0.0
29181,242.3,28.5,0.0
29183,256.0,29.7,1.6
29185,189.7,21.1,0.0
29186,225.0,22.5,0.0
29187,314.1,42.3,3.0
29189,535.2,172.7,4.5
29195,365.6,12.9,0.0
29197,252.4,22.9,0.0
29199,142.2,0.0,0.0
29201,458.1,119.6,0.0
29203,120.5,12.1,0.0
29205,226.6,48.6,0.0
29207,285.4,53.7,0.0
29209,185.3,35.1,0.0
29211,263.6,0.0,0.0
29213,265.0,74.7,1.9
29215,187.2,11.7,0.0
29217,300.7,9.5,4.8
29219,306.1,24.2,0.0
29221,182.7,7.9,0.0
29223,164.1,29.8,0.0
29225,202.9,54.8,0.0
29227,95.7,0.0,0.0
29229,162.4,5.4,0.0
29510,316.71,486.2,25.8
30001,396.1,0.0,0.0
30003,316.71,253.0,0.0
30005,681.4,60.6,0.0
30007,210.8,17.6,0.0
30009,67.7,0.0,0.0
30011,85.2,0.0,0.0
30013,548.7,29.1,0.0
30015,51.3,0.0,0.0
30017,468.6,0.0,0.0
30019,111.7,0.0,0.0
30021,264.7,0.0,0.0
30023,407.3,10.7,0.0
30025,129.9,0.0,0.0
30027,147.8,0.0,0.0
30029,321.3,8.6,5.4
30031,367.4,10.6,0.0
30033,77.5,0.0,0.0
30035,316.71,232.9,0.0
30037,116.4,0.0,0.0
30039,223.1,0.0,0.0
30041,651.9,48.3,0.0
30043,251.9,8.7,0.0
30045,0.0,0.0,0.0
30047,523.8,162.0,0.0
30049,349.0,6.1,0.0
30051,168.8,0.0,0.0
30053,138.7,10.3,0.0
30055,0.0,0.0,0.0
30057,116.7,13.0,0.0
30059,51.6,51.6,0.0
30061,163.7,0.0,0.0
30063,491.9,19.7,0.0
30065,129.6,0.0,0.0
30067,184.9,12.8,0.0
30069,0.0,0.0,0.0
30071,239.3,0.0,0.0
30073,128.8,0.0,0.0
30075,228.8,57.2,0.0
30077,228.8,42.9,0.0
30079,84.8,0.0,0.0
30081,196.0,7.3,0.0
30083,294.3,26.8,0.0
30085,316.71,844.9,9.0
30087,316.71,182.2,0.0
30089,237.6,17.6,0.0
30091,463.5,0.0,0.0
30093,367.9,8.7,0.0
30095,246.8,10.7,0.0
30097,27.3,0.0,0.0
30099,82.4,0.0,0.0
30101,155.7,0.0,0.0
30103,571.4,142.9,0.0
30105,183.5,52.4,0.0
30107,93.7,0.0,0.0
30109,89.2,0.0,0.0
30111,450.2,65.5,1.3
31001,275.2,25.3,0.0
31003,31.0,0.0,0.0
31005,0.0,0.0,0.0
31007,131.8,0.0,0.0
31009,0.0,0.0,0.0
31011,129.9,18.6,0.0
31013,141.5,17.7,0.0
31015,0.0,0.0,0.0
31017,102.5,0.0,0.0
31019,430.1,18.8,2.1
31021,121.7,15.2,0.0
31023,144.4,12.0,0.0
31025,165.6,11.8,0.0
31027,57.4,11.5,0.0
31029,75.0,0.0,0.0
31031,172.8,69.1,0.0
31033,128.8,9.9,0.0
31035,125.2,15.6,0.0
31037,268.6,28.8,0.0
31039,55.6,0.0,0.0
31041,129.7,0.0,0.0
31043,377.1,28.6,0.0
31045,418.1,11.0,0.0
31047,256.1,16.5,4.1
31049,51.6,0.0,0.0
31051,102.5,0.0,0.0
31053,325.9,24.6,2.7
31055,734.1,195.8,7.4
31057,50.5,0.0,0.0
31059,140.4,17.6,0.0
31061,32.4,0.0,0.0
31063,73.8,0.0,0.0
31065,287.8,0.0,0.0
31067,201.2,13.7,0.0
31069,210.3,0.0,0.0
31071,147.4,0.0,0.0
31073,253.5,0.0,0.0
31075,0.0,0.0,0.0
31077,40.1,0.0,0.0
31079,385.4,16.5,0.0
31081,131.7,0.0,0.0
31083,56.9,0.0,0.0
31085,102.5,0.0,0.0
31087,139.3,0.0,0.0
31089,162.7,0.0,0.0
31091,0.0,0.0,0.0
31093,157.4,0.0,0.0
31095,79.4,26.5,0.0
31097,19.4,0.0,0.0
31099,183.3,0.0,0.0
31101,73.8,0.0,0.0
31103,126.6,0.0,0.0
31105,189.1,54.0,0.0
31107,151.8,35.0,0.0
31109,494.6,78.1,1.7
31111,305.1,69.3,0.0
31113,131.1,0.0,0.0
31115,0.0,0.0,0.0
31117,190.1,0.0,0.0
31119,365.7,31.2,0.0
31121,115.4,12.8,0.0
31123,81.5,20.4,0.0
31125,165.6,27.6,0.0
31127,167.7,14.0,0.0
31129,113.3,45.3,0.0
31131,273.0,12.7,0.0
31133,110.7,36.9,0.0
31135,0.0,0.0,0.0
31137,119.4,0.0,0.0
31139,55.9,0.0,0.0
31141,240.0,18.5,0.0
31143,113.7,0.0,0.0
31145,263.5,0.0,0.0
31147,184.6,12.3,0.0
31149,0.0,0.0,0.0
31151,305.2,20.8,0.0
31153,0.0,0.0,0.0
31155,186.3,19.1,0.0
31157,328.4,38.0,2.7
31159,58.5,17.6,0.0
31161,38.1,57.1,19.0
31163,64.4,0.0,0.0
31165,0.0,0.0,0.0
31167,48.9,0.0,0.0
31169,38.5,0.0,0.0
31171,286.1,0.0,0.0
31173,797.7,72.5,0.0
31175,95.4,47.7,0.0
31177,212.6,29.7,0.0
31179,403.8,21.3,0.0
31181,135.6,0.0,0.0
31183,0.0,0.0,0.0
31185,180.1,36.0,0.0
32001,369.9,41.6,12.5
32003,467.7,130.8,15.7
32005,176.2,12.7,0.0
32007,242.4,61.1,0.0
32009,120.2,120.2,0.0
32011,48.2,0.0,0.0
32013,236.1,34.6,0.0
32015,232.1,33.2,0.0
32017,19.1,19.1,0.0
32019,271.5,27.2,1.9
32021,325.1,0.0,0.0
32023,148.9,14.2,7.1
32027,14.5,0.0,0.0
32029,0.0,0.0,0.0
32031,352.3,98.2,6.5
32033,268.5,19.9,0.0
32510,395.7,51.8,7.4
33001,265.9,6.6,0.0
33003,136.8,6.3,0.0
33005,309.4,20.9,0.0
33007,168.8,3.1,0.0
33009,239.9,10.0,2.2
33011,320.1,21.0,3.0
33013,304.4,14.3,1.4
33015,209.9,15.7,5.3
33017,289.7,25.7,1.6
33019,293.1,18.6,4.7
34001,463.3,103.3,2.2
34003,169.3,22.9,3.0
34005,314.7,75.0,2.0
34007,512.0,183.5,5.8
34009,285.7,50.1,0.0
34011,627.3,162.7,2.5
34013,701.9,191.6,6.8
34015,275.3,74.4,2.4
34017,397.4,81.6,10.9
34019,125.1,12.7,2.4
34021,456.5,129.9,1.9
34023,261.1,30.2,0.8
34025,207.7,30.7,2.1
34027,128.2,17.0,1.2
34029,155.8,14.9,0.7
34031,501.5,127.9,4.4
34033,305.4,46.0,3.1
34035,190.6,28.7,2.1
34037,121.9,8.2,0.7
34039,367.2,61.5,2.6
34041,179.7,20.5,0.9
35001,604.3,151.6,9.8
35003,55.4,55.4,0.0
35005,560.6,57.7,0.0
35006,402.4,84.1,3.7
35007,328.4,7.6,0.0
35009,628.5,239.1,7.9
35011,104.9,52.4,0.0
35013,665.7,108.2,4.2
35015,456.1,126.2,1.8
35017,514.9,112.5,0.0
35019,571.3,22.0,0.0
35021,288.6,0.0,0.0
35023,343.8,85.9,0.0
35025,608.3,167.5,10.3
35027,194.0,24.9,0.0
35028,106.8,11.2,0.0
35029,657.0,52.7,4.1
35031,912.6,143.2,10.9
35033,403.9,42.5,0.0
35035,445.0,36.6,0.0
35037,473.3,92.4,0.0
35039,596.4,44.9,0.0
35041,696.6,190.4,5.0
35043,358.0,57.8,3.7
35045,615.8,91.7,4.0
35047,515.0,63.1,10.5
35049,420.6,45.4,4.7
35051,345.7,8.6,8.6
35053,585.8,45.5,0.0
35055,466.2,30.3,0.0
35057,292.7,38.2,12.7
35059,137.3,22.9,0.0
35061,464.1,83.9,6.6
36001,514.8,98.4,6.5
36003,222.4,16.6,0.0
36005,316.71,218.0,19.9
36007,364.0,49.6,3.0
36009,253.5,20.3,2.5
36011,303.2,21.4,0.0
36013,378.7,19.5,3.0
36015,344.6,27.1,1.1
36017,272.7,4.0,2.0
36019,402.0,33.1,3.7
36021,191.2,17.7,3.2
36023,373.7,26.5,10.2
36025,203.3,6.4,0.0
36027,279.9,43.1,2.0
36029,544.0,125.6,5.0
36031,152.2,7.7,0.0
36033,179.9,13.5,0.0
36035,337.1,20.2,1.8
36037,254.0,30.3,0.0
36039,321.9,18.6,12.4
36041,188.6,0.0,0.0
36043,236.8,26.5,1.6
36045,476.1,41.8,2.5
36047,686.1,157.8,13.4
36049,158.4,25.8,7.4
36051,174.6,6.2,9.3
