FIPS,Rate
20127,0.0
20129,0.0
20131,59.0
20133,18.3
20135,0.0
20137,0.0
20139,24.8
20141,0.0
20143,16.6
20145,28.7
20147,18.1
20149,13.2
20151,10.1
20153,0.0
20155,77.9
20157,0.0
20159,49.9
20161,74.3
20163,38.5
20165,0.0
20167,14.4
20169,102.3
20171,19.9
20173,205.2
20175,42.8
20177,204.7
20179,0.0
20181,16.4
20183,0.0
20185,22.9
20187,0.0
20189,0.0
20191,50.9
20193,25.2
20195,0.0
20197,14.2
20199,0.0
20201,17.8
20203,0.0
20205,11.0
20207,0.0
20209,202.6
21001,32.0
21003,19.7
21005,18.3
21007,36.0
21009,46.5
21011,41.8
21013,10.8
21015,87.6
21017,60.0
21019,65.5
21021,75.8
21023,0.0
21025,14.8
21027,15.0
21029,32.5
21031,23.5
21033,93.6
21035,63.7
21037,96.7
21039,0.0
21041,27.4
21043,22.1
21045,43.6
21047,222.5
21049,157.2
21051,4.7
21053,19.7
21055,10.8
21057,14.7
21059,116.1
21061,8.3
21063,0.0
21065,6.9
21067,183.8
21069,27.6
21071,5.2
21073,82.6
21075,219.3
21077,59.0
21079,17.7
21081,40.4
21083,56.1
21085,3.8
21087,0.0
21089,19.2
21091,11.5
21093,99.8
21095,14.0
21097,48.6
21099,43.1
21101,118.7
21103,25.9
21105,42.1
21107,109.4
21109,7.4
21111,220.0
21113,63.8
21115,4.3
21117,154.5
21119,6.3
21121,22.0
21123,49.8
21125,10.1
21127,0.0
21129,13.8
21131,0.0
21133,8.5
21135,7.2
21137,45.1
21139,21.4
21141,55.8
21143,35.5
21145,139.2
21147,33.4
21149,10.5
21151,64.3
21153,7.7
21155,79.8
21157,12.9
21159,0.0
21161,138.9
21163,27.4
21165,63.6
21167,23.4
21169,0.0
21171,18.7
21173,80.7
21175,0.0
21177,35.3
21179,94.3
21181,28.4
21183,8.3
21185,30.5
21187,0.0
21189,0.0
21191,61.8
21193,10.7
21195,6.3
21197,32.0
21199,29.7
21201,44.7
21203,0.0
21205,38.3
21207,28.2
21209,66.1
21211,108.6
21213,56.2
21215,34.0
21217,56.8
21219,56.0
21221,91.0
21223,34.0
21225,146.4
21227,127.6
21229,33.7
21231,14.5
21233,44.6
21235,0.0
21237,27.6
21239,11.9
22001,170.4
22003,101.8
22005,74.3
22007,99.2
22009,145.3
22011,30.4
22013,257.5
22015,120.3
22017,339.4
22019,113.7
22021,150.2
22023,14.8
22025,87.9
22027,168.2
22029,102.7
22031,132.9
22033,219.0
22035,239.1
22037,136.9
22039,154.9
22041,106.9
22043,54.5
22045,299.1
22047,155.8
22049,211.0
22051,158.2
22053,137.4
22055,188.9
22057,111.2
22059,81.2
22061,263.6
22063,41.0
22065,368.9
22067,458.3
22069,250.4
22071,424.3
22073,451.9
22075,55.2
22077,102.2
22079,201.9
22081,337.3
22083,397.9
22085,94.9
22087,163.3
22089,85.5
22091,92.0
22093,193.1
22095,148.5
22097,172.6
22099,179.5
22101,171.8
22103,56.1
22105,120.4
22107,366.7
22109,153.4
22111,183.5
22113,97.9
22115,83.6
22117,118.5
22119,231.1
22121,134.3
22123,61.1
22125,58.3
22127,114.8
23001,63.2
23003,1.4
23005,21.0
23007,16.4
23009,3.6
23011,19.0
23013,7.6
23015,8.8
23017,1.7
23019,11.7
23021,0.0
23023,11.4
23025,9.7
23027,10.3
23029,15.5
23031,17.5
24001,62.6
24003,59.7
24005,86.0
24009,35.4
24011,48.9
24013,16.1
24015,68.7
24017,82.4
24019,208.2
24021,36.5
24023,16.7
24025,30.1
24027,34.8
24029,25.1
24031,41.0
24033,143.4
24035,35.0
24037,43.8
24039,175.1
24041,44.8
24043,105.6
24045,186.3
24047,83.3
24510,352.7
25001,14.0
25003,2.3
25005,58.6
25007,23.2
25009,29.1
25011,8.4
25013,47.7
25015,22.6
25017,38.2
25019,28.8
25021,75.0
25023,43.0
25025,144.3
25027,30.8
26001,0.0
26003,0.0
26005,26.7
26007,6.9
26009,0.0
26011,6.5
26013,0.0
26015,6.8
26017,21.5
26019,11.5
26021,67.6
26023,9.2
26025,138.5
26027,30.8
26029,11.5
26031,0.0
26033,2.6
26035,3.3
26037,16.9
26039,0.0
26041,8.1
26043,0.0
26045,67.4
26047,6.0
26049,186.8
26051,0.0
26053,12.6
26055,6.7
26057,19.1
26059,2.2
26061,8.3
26063,3.1
26065,143.1
26067,14.0
26069,3.9
26071,0.0
26073,21.3
26075,31.8
26077,250.1
26079,0.0
26081,136.6
26083,0.0
26085,35.1
26087,10.2
26089,4.6
26091,10.1
26093,14.1
26095,0.0
26097,0.0
26099,57.6
26101,8.2
26103,25.1
26105,24.5
26107,20.9
26109,12.6
26111,13.1
26113,6.6
26115,30.6
26117,19.0
26119,10.7
26121,150.9
26123,18.7
26125,49.8
26127,11.4
26129,4.7
26131,0.0
26133,4.3
26135,0.0
26137,4.1
26139,31.2
26141,0.0
26143,4.2
26145,160.8
26147,19.3
26149,11.5
26151,9.6
26153,12.1
26155,23.2
26157,14.7
26159,31.8
26161,73.4
26163,233.2
26165,3.1
27001,31.8
27003,50.7
27005,18.1
27007,56.9
27009,38.3
27011,0.0
27013,32.0
27015,3.9
27017,67.7
27019,14.7
27021,52.5
27023,24.8
27025,26.0
27027,70.9
27029,33.9
27031,19.2
27033,34.4
27035,28.5
27037,41.1
27039,9.8
27041,16.4
27043,0.0
27045,9.6
27047,25.8
27049,32.3
27051,0.0
27053,166.6
27055,0.0
27057,19.4
27059,20.9
27061,65.8
27063,19.5
27065,12.5
27067,25.9
27069,0.0
27071,15.1
27073,28.5
27075,0.0
27077,0.0
27079,14.4
27081,17.2
27083,35.3
27085,5.6
27087,144.6
27089,10.6
27091,19.6
27093,8.7
27095,61.9
27097,9.1
27099,53.4
27101,0.0
27103,36.3
27105,23.1
27107,45.2
27109,18.8
27111,15.6
27113,0.0
27115,13.7
27117,0.0
27119,44.3
27121,9.1
27123,147.3
27125,24.6
27127,12.7
27129,6.6
27131,10.8
27133,0.0
27135,0.0
27137,50.9
27139,30.6
27141,29.9
27143,0.0
27145,42.1
27147,8.2
27149,20.5
27151,21.0
27153,0.0
27155,0.0
27157,4.7
27159,36.2
27161,20.9
27163,25.5
27165,0.0
27167,45.8
27169,17.6
27171,11.7
27173,9.9
28001,174.5
28003,40.2
28005,54.3
28007,108.7
28009,81.7
28011,243.8
28013,169.7
28015,96.3
28017,104.0
28019,35.8
28021,0.0
28023,127.9
28025,279.3
28027,250.2
28029,228.2
28031,221.4
28033,53.5
28035,381.5
28037,138.7
28039,73.4
28041,140.4
28043,152.7
28045,68.0
28047,198.0
28049,415.3
28051,238.8
28053,156.9
28055,143.4
28057,0.0
28059,133.1
28061,194.3
28063,288.4
28065,217.6
28067,200.1
28069,136.0
28071,124.7
28073,103.7
28075,295.3
28077,119.9
28079,136.8
28081,201.5
28083,427.1
28085,137.9
28087,206.9
28089,133.5
28091,164.2
28093,164.3
28095,180.0
28097,180.0
28099,132.2
28101,216.7
28103,225.4
28105,197.8
28107,200.6
28109,96.2
28111,173.1
28113,282.4
28115,61.5
28117,94.5
28119,205.0
28121,85.2
28123,208.7
28125,361.1
28127,152.7
28129,172.6
28131,94.4
28133,278.6
28135,145.9
28137,123.4
28139,45.3
28141,5.1
28143,303.0
28145,39.6
28147,120.6
28149,331.8
28151,316.0
28153,160.7
28155,80.1
28157,127.9
28159,165.0
28161,145.5
28163,369.4
29001,31.3
29003,0.0
29005,0.0
29007,93.5
29009,14.1
29011,8.1
29013,6.0
29015,26.4
29017,16.0
29019,131.2
29021,62.5
29023,167.1
29025,55.0
29027,85.7
29029,29.6
29031,128.0
29033,0.0
29035,0.0
29037,43.7
29039,14.4
29041,26.2
29043,30.9
29045,14.5
29047,81.1
29049,19.4
29051,147.3
29053,28.3
29055,12.2
29057,39.6
29059,60.5
29061,0.0
29063,23.4
29065,25.4
29067,7.4
29069,119.8
29071,21.6
29073,20.1
29075,0.0
29077,144.8
29079,19.3
29081,0.0
29083,49.9
29085,32.2
29087,0.0
29089,58.5
29091,22.3
29093,0.0
29095,258.4
29097,34.4
29099,18.5
29101,75.1
29103,0.0
29105,36.4
29107,42.5
29109,18.3
29111,0.0
29113,29.7
29115,24.3
29117,13.4
29119,48.8
29121,45.0
29123,8.0
29125,0.0
29127,83.0
29129,27.1
29131,31.9
29133,119.0
29135,44.5
29137,11.4
29139,25.1
29141,54.3
29143,201.5
29145,25.5
29147,30.1
29149,9.1
29151,7.3
29153,0.0
29155,252.5
29157,36.7
29159,101.9
29161,44.6
29163,0.0
29165,53.6
29167,42.0
29169,91.2
29171,0.0
29173,19.6
29175,28.1
29177,47.7
29179,15.2
29181,28.5
29183,29.7
29185,21.1
29186,22.5
29187,42.3
29189,172.7
29195,12.9
29197,22.9
29199,0.0
29201,119.6
29203,12.1
29205,48.6
29207,53.7
29209,35.1
29211,0.0
29213,74.7
29215,11.7
29217,9.5
29219,24.2
29221,7.9
29223,29.8
29225,54.8
29227,0.0
29229,5.4
29510,486.2
30001,0.0
30003,253.0
30005,60.6
30007,17.6
30009,0.0
30011,0.0
30013,29.1
30015,0.0
30017,0.0
30019,0.0
30021,0.0
30023,10.7
30025,0.0
30027,0.0
30029,8.6
30031,10.6
30033,0.0
30035,232.9
30037,0.0
30039,0.0
30041,48.3
30043,8.7
30045,0.0
30047,162.0
30049,6.1
30051,0.0
30053,10.3
30055,0.0
30057,13.0
30059,51.6
30061,0.0
30063,19.7
30065,0.0
30067,12.8
30069,0.0
30071,0.0
30073,0.0
30075,57.2
30077,42.9
30079,0.0
30081,7.3
30083,26.8
30085,844.9
30087,182.2
30089,17.6
30091,0.0
30093,8.7
30095,10.7
30097,0.0
30099,0.0
30101,0.0
30103,142.9
30105,52.4
30107,0.0
30109,0.0
30111,65.5
31001,25.3
31003,0.0
31005,0.0
31007,0.0
31009,0.0
31011,18.6
31013,17.7
31015,0.0
31017,0.0
31019,18.8
31021,15.2
31023,12.0
31025,11.8
31027,11.5
31029,0.0
31031,69.1
31033,9.9
31035,15.6
31037,28.8
31039,0.0
31041,0.0
31043,28.6
31045,11.0
31047,16.5
31049,0.0
31051,0.0
31053,24.6
31055,195.8
31057,0.0
31059,17.6
31061,0.0
31063,0.0
31065,0.0
31067,13.7
31069,0.0
31071,0.0
31073,0.0
31075,0.0
31077,0.0
31079,16.5
31081,0.0
31083,0.0
31085,0.0
31087,0.0
31089,0.0
31091,0.0
31093,0.0
31095,26.5
31097,0.0
31099,0.0
31101,0.0
31103,0.0
31105,54.0
31107,35.0
31109,78.1
31111,69.3
31113,0.0
31115,0.0
31117,0.0
31119,31.2
31121,12.8
31123,20.4
31125,27.6
31127,14.0
31129,45.3
31131,12.7
31133,36.9
31135,0.0
31137,0.0
31139,0.0
31141,18.5
31143,0.0
31145,0.0
31147,12.3
31149,0.0
31151,20.8
31153,0.0
31155,19.1
31157,38.0
31159,17.6
31161,57.1
31163,0.0
31165,0.0
31167,0.0
31169,0.0
31171,0.0
31173,72.5
31175,47.7
31177,29.7
31179,21.3
31181,0.0
31183,0.0
31185,36.0
32001,41.6
32003,130.8
32005,12.7
32007,61.1
32009,120.2
32011,0.0
32013,34.6
32015,33.2
32017,19.1
32019,27.2
32021,0.0
32023,14.2
32027,0.0
32029,0.0
32031,98.2
32033,19.9
32510,51.8
33001,6.6
33003,6.3
33005,20.9
33007,3.1
33009,10.0
33011,21.0
33013,14.3
33015,15.7
33017,25.7
33019,18.6
34001,103.3
34003,22.9
34005,75.0
34007,183.5
34009,50.1
34011,162.7
34013,191.6
34015,74.4
34017,81.6
34019,12.7
34021,129.9
34023,30.2
34025,30.7
34027,17.0
34029,14.9
34031,127.9
34033,46.0
34035,28.7
34037,8.2
34039,61.5
34041,20.5
35001,151.6
35003,55.4
35005,57.7
35006,84.1
35007,7.6
35009,239.1
35011,52.4
35013,108.2
35015,126.2
35017,112.5
35019,22.0
35021,0.0
35023,85.9
35025,167.5
35027,24.9
35028,11.2
35029,52.7
35031,143.2
35033,42.5
35035,36.6
35037,92.4
35039,44.9
35041,190.4
35043,57.8
35045,91.7
35047,63.1
35049,45.4
35051,8.6
35053,45.5
35055,30.3
35057,38.2
35059,22.9
35061,83.9
36001,98.4
36003,16.6
36005,218.0
36007,49.6
36009,20.3
36011,21.4
36013,19.5
36015,27.1
36017,4.0
36019,33.1
36021,17.7
36023,26.5
36025,6.4
36027,43.1
36029,125.6
36031,7.7
36033,13.5
36035,20.2
36037,30.3
36039,18.6
36041,0.0
36043,26.5
36045,41.8
36047,157.8
36049,25.8
36051,6.2
36053,24.9
36055,154.5
36057,4.0
36059,35.1
36061,279.8
36063,87.3
36065,49.7
36067,171.4
36069,25.7
36071,54.0
36073,47.4
36075,22.3
36077,9.7
36079,13.0
36081,94.5
36083,57.5
36085,50.4
36087,24.0
36089,10.7
36091,17.0
36093,83.0
36095,3.1
36097,5.4
36099,14.1
36101,25.3
36103,37.1
36105,30.0
36107,19.9
36109,61.8
36111,35.4
36113,15.3
36115,6.3
36117,21.6
36119,48.4
36121,4.8
36123,8.0
37001,169.7
37003,35.2
37005,9.1
37007,237.0
37009,3.7
37011,5.6
37013,75.8
37015,137.6
37017,123.4
37019,66.8
37021,98.4
37023,28.9
37025,88.7
37027,28.1
37029,9.8
37031,30.7
37033,99.2
37035,82.0
37037,44.9
37039,11.0
37041,129.0
37043,47.2
37045,118.5
37047,138.0
37049,105.3
37051,332.3
37053,24.6
37055,22.8
37057,75.9
37059,79.4
37061,58.3
37063,257.9
37065,349.1
37067,250.3
37069,134.9
37071,138.5
37073,34.3
37075,45.8
37077,113.3
37079,136.6
37081,248.5
37083,138.4
37085,82.4
37087,40.6
37089,43.8
37091,131.0
37093,181.2
37095,0.0
37097,74.2
37099,92.9
37101,61.2
37103,107.7
37105,107.9
37107,244.4
37109,37.6
37111,28.9
37113,35.4
37115,47.6
37117,122.4
37119,230.5
37121,13.0
37123,119.7
37125,86.3
37127,192.4
37129,155.7
37131,201.5
37133,126.3
37135,79.8
37137,123.5
37139,140.1
37141,81.3
37143,95.6
37145,109.5
37147,228.4
37149,29.4
37151,72.2
37153,131.5
37155,237.3
37157,98.0
37159,152.5
37161,103.1
37163,102.9
37165,274.8
37167,74.2
37169,30.1
37171,20.5
37173,170.7
37175,66.9
37177,73.0
37179,54.5
37181,528.9
37183,124.7
37185,140.9
37187,196.5
37189,28.6
37191,185.4
37193,15.9
37195,197.1
37197,34.2
37199,11.4
38001,42.4
