ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
01701,43923156,1816225,16.96,0.70,"31,217","12,590",42.320169,-71.440409,,
01702,20957508,1972446,8.09,0.76,"37,206","14,984",42.282576,-71.436760,,
01718,121367,0,0.05,0.00,469,205,42.519816,-71.429283,,
01719,26640078,316293,10.29,0.12,"4,996","2,073",42.485985,-71.520985,,
01720,51057015,1113826,19.71,0.43,"21,361","8,294",42.483953,-71.438495,,
01721,31933385,1395841,12.33,0.54,"16,593","6,609",42.257755,-71.473526,,
01730,35478046,460820,13.70,0.18,"13,221","5,372",42.499331,-71.281905,,
01731,2049705,0,0.79,0.00,"1,396",477,42.456748,-71.279484,,
01740,51675247,348786,19.95,0.13,"4,897","1,738",42.439937,-71.601876,,
01741,39536091,641968,15.26,0.25,"4,852","1,758",42.536620,-71.361832,,
01742,63296150,3384588,24.44,1.31,"17,726","6,964",42.462911,-71.364496,,
01745,1033541,3023,0.40,0.00,397,188,42.293073,-71.499163,,
01746,48288456,1071734,18.64,0.41,"13,547","5,087",42.195951,-71.453430,,
01747,13392801,443995,5.17,0.17,"5,911","2,285",42.124080,-71.533416,,
01748,68016796,4215056,26.26,1.63,"14,925","5,128",42.224104,-71.540484,,
01749,29841347,890275,11.52,0.34,"19,063","7,998",42.389071,-71.545864,,
01752,54041301,3200938,20.87,1.24,"38,499","16,416",42.349618,-71.547214,,
01754,13502214,407075,5.21,0.16,"10,106","4,447",42.425955,-71.456256,,
01756,46035300,552653,17.77,0.21,"5,839","2,091",42.094470,-71.544902,,
01757,38538162,711615,14.88,0.27,"28,061","11,436",42.158692,-71.521419,,
01760,38359306,2599042,14.81,1.00,"32,786","14,039",42.284822,-71.348811,,
01770,40966896,961380,15.82,0.37,"4,119","1,495",42.233570,-71.374690,,
01772,35264800,3918373,13.62,1.51,"9,370","3,272",42.302877,-71.530828,,
01773,35266029,2003417,13.62,0.77,"5,112","2,154",42.425506,-71.310811,,
01775,44839702,1739781,17.31,0.67,"6,590","2,526",42.429688,-71.512514,,
01776,62778117,1244383,24.24,0.48,"17,659","5,951",42.383367,-71.421070,,
01778,39388852,2080227,15.21,0.80,"13,109","5,058",42.343686,-71.381186,,
01801,32769438,806847,12.65,0.31,"38,903","16,737",42.488659,-71.154425,,
01803,30291646,324832,11.70,0.13,"24,487","9,664",42.503227,-71.201713,,
01810,79897507,3425223,30.85,1.32,"33,201","12,423",42.648044,-71.161751,,
01821,42910631,1026154,16.57,0.40,"30,310","11,159",42.549329,-71.251724,,
01824,45964727,1008300,17.75,0.39,"24,911","9,849",42.590790,-71.355182,,
01826,53421277,1706647,20.63,0.66,"29,422","11,332",42.679723,-71.300680,,
01827,42620556,784744,16.46,0.30,"3,179","1,098",42.676078,-71.500517,,
01830,35735901,3350990,13.80,1.29,"25,137","10,751",42.796313,-71.053436,,
01832,29420960,1250817,11.36,0.48,"22,060","9,283",42.791114,-71.132858,,
01833,33307258,750803,12.86,0.29,"8,183","3,044",42.727885,-70.982034,,
01834,23008816,1330583,8.88,0.51,"6,459","2,439",42.753900,-71.015935,,
01835,20235250,2287169,7.81,0.88,"13,682","5,623",42.751157,-71.094242,,
01840,1290418,200628,0.50,0.08,"4,733","2,347",42.706763,-71.160403,,
01841,8000223,462412,3.09,0.18,"47,225","15,506",42.712015,-71.164873,,
01843,8726317,579700,3.37,0.22,"24,425","9,287",42.689974,-71.160383,,
01844,57543453,2042287,22.22,0.79,"47,249","18,337",42.742751,-71.178588,,
01845,68133522,3720537,26.31,1.44,"28,352","10,964",42.673909,-71.091334,,
01850,3521737,305905,1.36,0.12,"15,237","5,938",42.656045,-71.303309,,
01851,8645533,115440,3.34,0.04,"30,190","10,760",42.627812,-71.335330,,
01852,12828750,627353,4.95,0.24,"33,508","14,430",42.631849,-71.295785,,
01854,10187861,1393292,3.93,0.54,"27,606","10,315",42.649481,-71.348229,,
01860,21907317,1027094,8.46,0.40,"6,338","2,555",42.838603,-71.011997,,
01862,23934124,1075799,9.24,0.42,"10,227","3,491",42.578543,-71.295592,,
01863,11973645,841571,4.62,0.32,"8,891","3,958",42.633780,-71.389470,,
01864,34032377,923752,13.14,0.36,"14,892","5,633",42.578222,-71.084398,,
01867,25733362,47893,9.94,0.02,"23,956","9,187",42.535183,-71.105423,,
01876,52981194,935803,20.46,0.36,"28,667","10,679",42.611801,-71.227571,,
01879,43464244,3639806,16.78,1.41,"11,305","4,213",42.667762,-71.428820,,
01880,17889529,1399492,6.91,0.54,"24,733","10,323",42.501528,-71.067500,,
01886,78391449,2854186,30.27,1.10,"21,951","7,876",42.585295,-71.439826,,
01887,43971880,464398,16.98,0.18,"22,325","7,808",42.564647,-71.164516,,
01890,15615337,818634,6.03,0.32,"21,382","7,988",42.452752,-71.144319,,
01901,641320,68753,0.25,0.03,"1,689","1,034",42.460711,-70.946073,,
01902,6223889,235638,2.40,0.09,"45,139","18,354",42.471039,-70.941535,,
01904,11708211,1303900,4.52,0.50,"18,203","7,182",42.492456,-70.973930,,
01905,9219345,1195154,3.56,0.46,"25,251","9,187",42.465998,-70.975792,,
01906,27973350,2606092,10.80,1.01,"26,660","10,786",42.468432,-71.013946,,
01907,7864226,1107037,3.04,0.43,"14,027","5,960",42.474287,-70.905908,,
01908,2708929,3559697,1.05,1.37,"3,410","1,677",42.428256,-70.926041,,
01913,31761151,3785528,12.26,1.46,"16,283","7,110",42.851284,-70.955837,,
01915,39091336,3958118,15.09,1.53,"39,502","16,641",42.570269,-70.866996,,
01921,61010486,2188501,23.56,0.84,"7,961","2,756",42.683108,-71.018330,,
01922,24831876,776283,9.59,0.30,"3,108","1,115",42.757313,-70.914241,,
01923,34194563,2348722,13.20,0.91,"26,342","11,135",42.574174,-70.950517,,
01929,36187007,5125535,13.97,1.98,"3,504","1,600",42.634421,-70.776592,,
01930,67847425,13972397,26.20,5.39,"28,789","14,557",42.619910,-70.681823,,
01937,189212,0,0.07,0.00,151,0,42.585723,-70.984051,,
01938,78817223,13930917,30.43,5.38,"13,175","6,006",42.683860,-70.842664,,
01940,27320434,1710864,10.55,0.66,"12,108","4,729",42.534118,-71.038574,,
01944,23902799,3207908,9.23,1.24,"5,136","2,394",42.576636,-70.767154,,
01945,11360555,8555892,4.39,3.30,"19,808","8,838",42.501835,-70.859126,,
01949,34849382,2665532,13.46,1.03,"8,987","3,045",42.606666,-71.010316,,
01950,21621492,5985744,8.35,2.31,"17,416","8,264",42.812359,-70.891095,,
01951,35652314,6826542,13.77,2.64,"3,558","1,821",42.773351,-70.850211,,
01952,39960063,6038577,15.43,2.33,"8,283","4,550",42.844793,-70.841476,,
01960,41432495,1461233,16.00,0.56,"50,944","22,024",42.534202,-70.969734,,
01966,18106523,4167724,6.99,1.61,"6,952","4,223",42.640741,-70.620242,,
01969,45304086,4366203,17.49,1.69,"5,856","2,253",42.720878,-70.891222,,
01970,21002235,14198461,8.11,5.48,"41,109","19,063",42.524435,-70.870859,,
01982,36737604,1888109,14.18,0.73,"7,764","2,880",42.626223,-70.857230,,
01983,30880674,2324542,11.92,0.90,"6,089","2,176",42.641379,-70.943440,,
01984,19841456,1246967,7.66,0.48,"4,875","1,430",42.600595,-70.883406,,
01985,34838123,3299757,13.45,1.27,"4,235","1,580",42.799516,-70.964411,,
02019,47523223,1424298,18.35,0.55,"16,332","6,365",42.076682,-71.474490,,
02021,48682844,2114286,18.80,0.82,"21,561","8,762",42.175737,-71.125385,,
02025,25353993,2759142,9.79,1.07,"7,542","2,980",42.236423,-70.814436,,
02026,26532271,1037912,10.24,0.40,"24,711","10,184",42.246872,-71.179462,,
02030,39156781,816021,15.12,0.32,"5,589","1,969",42.235239,-71.288033,,
02032,6059763,155224,2.34,0.06,"4,226","1,593",42.156882,-71.216187,,
02035,51406167,2593185,19.85,1.00,"16,865","6,895",42.061338,-71.245802,,
02038,68961360,1038205,26.63,0.40,"31,635","11,394",42.084859,-71.410571,,
02043,57360231,2272722,22.15,0.88,"22,157","8,953",42.216099,-70.881270,,
02045,6884305,14237684,2.66,5.50,"10,293","5,762",42.292253,-70.923918,,
02047,619346,21837,0.24,0.01,180,264,42.133734,-70.685860,,
02048,52040205,851508,20.09,0.33,"23,184","8,746",42.017300,-71.217300,,
02050,75312115,10899419,29.08,4.21,"25,429","11,292",42.115139,-70.710331,,
02052,37301542,605144,14.40,0.23,"12,024","4,237",42.184599,-71.305307,,
02053,29895562,335626,11.54,0.13,"12,752","4,613",42.155816,-71.432781,,
02054,31135982,602483,12.02,0.23,"7,891","3,158",42.172551,-71.362811,,
02056,38510383,1290280,14.87,0.50,"10,981","3,121",42.116245,-71.329360,,
02061,54233819,816474,20.94,0.32,"10,506","3,675",42.164569,-70.818844,,
02062,26828047,419990,10.36,0.16,"28,602","12,479",42.187360,-71.195955,,
02066,43831891,5690167,16.92,2.20,"17,656","7,419",42.202273,-70.758184,,
02067,58720809,2471504,22.67,0.95,"17,486","6,414",42.107782,-71.181771,,
02071,2513156,33452,0.97,0.01,"1,707",321,42.103425,-71.273589,,
02072,41680231,969279,16.09,0.37,"26,999","10,799",42.119006,-71.103650,,
02081,46419365,1417966,17.92,0.55,"18,472","7,156",42.146227,-71.270378,,
02090,28215944,740388,10.89,0.29,"14,636","5,438",42.219645,-71.216769,,
02093,56218838,2344453,21.71,0.91,"10,955","3,869",42.052671,-71.356858,,
02108,354836,0,0.14,0.00,"3,825","2,278",42.357767,-71.064848,,
02109,449654,292691,0.17,0.11,"3,771","2,462",42.367223,-71.050633,,
02110,479769,234496,0.19,0.09,"1,733","1,264",42.361962,-71.047847,,
02111,669967,56933,0.26,0.02,"7,383","3,628",42.350518,-71.059062,,
02113,260829,0,0.10,0.00,"6,915","4,682",42.365335,-71.055236,,
02114,1164209,303495,0.45,0.12,"11,999","7,672",42.363174,-71.068646,,
02115,1834246,103612,0.71,0.04,"28,441","10,838",42.336342,-71.104176,,
02116,1632629,265681,0.63,0.10,"20,628","12,644",42.350579,-71.076397,,
02118,2850698,15328,1.10,0.01,"26,498","12,967",42.337860,-71.069805,,
02119,4136145,0,1.60,0.00,"25,346","11,048",42.324026,-71.085021,,
02120,1607730,0,0.62,0.00,"15,181","5,335",42.332091,-71.096545,,
02121,4520355,23476,1.75,0.01,"25,978","10,589",42.306267,-71.085897,,
02122,5263269,1641767,2.03,0.63,"23,479","8,887",42.291412,-71.042158,,
02124,7777026,186127,3.00,0.07,"47,783","19,053",42.285805,-71.070571,,
02125,5523791,799283,2.13,0.31,"33,295","13,263",42.315748,-71.055896,,
02126,5392506,62719,2.08,0.02,"25,562","10,151",42.274016,-71.096790,,
02127,5230991,1590045,2.02,0.61,"31,799","16,409",42.334992,-71.039093,,
02128,12561059,2952872,4.85,1.14,"40,508","15,854",42.361129,-71.006975,,
02129,3492181,1266666,1.35,0.49,"16,439","8,648",42.379657,-71.061487,,
02130,8635553,328448,3.33,0.13,"35,401","16,016",42.309174,-71.113835,,
02131,6714525,12766,2.59,0.00,"29,826","12,286",42.284333,-71.126227,,
02132,11813317,248109,4.56,0.10,"25,861","11,341",42.280455,-71.162016,,
02134,3435273,117848,1.33,0.05,"21,503","9,664",42.358016,-71.128608,,
02135,6824138,572755,2.63,0.22,"42,780","20,834",42.349688,-71.153964,,
02136,11887342,279164,4.59,0.11,"28,488","11,092",42.255083,-71.129220,,
02138,7097709,838564,2.74,0.32,"36,314","14,949",42.379637,-71.135152,,
02139,4031035,368360,1.56,0.14,"36,349","15,402",42.362986,-71.103353,,
02140,2987938,53843,1.15,0.02,"17,607","8,638",42.392157,-71.133996,,
02141,1657355,29054,0.64,0.01,"11,910","6,596",42.370300,-71.082560,,
02142,716170,577829,0.28,0.22,"3,141","1,794",42.361471,-71.081994,,
02143,3981832,15276,1.54,0.01,"24,514","11,752",42.380985,-71.096552,,
02144,2802134,6468,1.08,0.00,"23,891","11,389",42.399655,-71.122550,,
02145,3615157,234798,1.40,0.09,"25,439","10,520",42.391577,-71.089910,,
02148,13063769,99890,5.04,0.04,"59,503","25,191",42.430140,-71.057694,,
02149,8873256,630370,3.43,0.24,"41,550","16,662",42.405938,-71.054649,,
02150,5718794,638247,2.21,0.25,"35,124","12,596",42.396824,-71.031348,,
02151,15190546,3291332,5.87,1.27,"51,808","22,125",42.418294,-71.001257,,
02152,5108308,3079916,1.97,1.19,"17,497","8,320",42.373055,-70.974807,,
02155,21229511,1455993,8.20,0.56,"57,964","24,032",42.423839,-71.107673,,
02163,256727,32165,0.10,0.01,"2,582",712,42.366168,-71.122850,,
02169,23235908,3796812,8.97,1.47,"55,055","26,481",42.248386,-71.002279,,
02170,5394724,186181,2.08,0.07,"19,505","8,041",42.266412,-71.015573,,
02171,6357853,4944053,2.45,1.91,"17,711","8,316",42.292142,-71.020475,,
02176,12117823,219781,4.68,0.08,"26,983","11,751",42.455723,-71.059019,,
02180,15589590,1631902,6.02,0.63,"21,437","9,458",42.474208,-71.097665,,
02184,35608882,2108884,13.75,0.81,"35,744","14,302",42.205416,-71.002168,,
02186,33697230,765195,13.01,0.30,"27,003","9,700",42.241589,-71.082651,,
02188,9632561,378900,3.72,0.15,"14,608","6,521",42.204578,-70.957749,,
02189,9905564,925710,3.82,0.36,"14,559","6,292",42.208703,-70.931021,,
02190,18436640,1374554,7.12,0.53,"16,119","6,904",42.166731,-70.952363,,
02191,5242350,2721859,2.02,1.05,"8,457","3,763",42.243453,-70.942033,,
02199,148951,0,0.06,0.00,"1,146",927,42.347463,-71.082039,,
02203,80317,0,0.03,0.00,0,0,42.360598,-71.058775,,
02210,2399614,1404157,0.93,0.54,"2,090","1,358",42.347792,-71.039562,,
02215,1979040,280050,0.76,0.11,"26,125","9,324",42.347593,-71.102934,,
02301,32204729,441571,12.43,0.17,"61,025","23,673",42.078371,-71.042304,,
02302,23025347,67031,8.89,0.03,"32,741","11,857",42.088123,-70.998293,,
02322,11112284,639902,4.29,0.25,"4,356","1,769",42.132400,-71.053930,,
02324,70749309,2834816,27.32,1.09,"26,563","8,336",41.972387,-70.978778,,
02330,96872155,6038938,37.40,2.33,"11,509","4,600",41.878046,-70.744138,,
02332,61481268,10661003,23.74,4.12,"15,059","5,875",42.044373,-70.706115,,
02333,44570841,842755,17.21,0.33,"13,794","4,906",42.037278,-70.940459,,
02338,41448333,3604915,16.00,1.39,"7,518","3,014",42.003513,-70.863334,,
02339,40427614,218489,15.61,0.08,"13,879","4,852",42.122956,-70.856310,,
02341,38991864,1801806,15.05,0.70,"10,218","3,593",42.050335,-70.867161,,
02343,18146751,280250,7.01,0.11,"10,745","4,261",42.148913,-71.003737,,
02346,178363551,7968490,68.87,3.08,"23,106","9,020",41.878004,-70.869267,,
02347,77093626,17019522,29.77,6.57,"10,612","4,180",41.834474,-70.957040,,
02351,25007126,617669,9.66,0.24,"16,029","6,399",42.119964,-70.957216,,
02356,35492978,827752,13.70,0.32,"12,564","4,406",42.060485,-71.124970,,
02357,1246186,53728,0.48,0.02,"1,360",8,42.055136,-71.081416,,
02359,56402221,4410938,21.78,1.70,"17,828","6,548",42.067804,-70.805713,,
02360,247368929,33944781,95.51,13.11,"56,271","24,800",41.883359,-70.631381,,
02364,48321362,2940978,18.66,1.14,"12,629","5,010",41.987196,-70.741942,,
02366,2451742,69606,0.95,0.03,197,0,41.850570,-70.656046,,
02367,38005424,1105747,14.67,0.43,"2,820","1,043",41.959100,-70.802752,,
02368,26096452,1518228,10.08,0.59,"32,158","12,021",42.176446,-71.051567,,
02370,26704840,217611,10.31,0.08,"17,489","7,051",42.130399,-70.910615,,
02375,37729521,359957,14.57,0.14,"9,188","3,741",42.003041,-71.076928,,
02379,39681845,913634,15.32,0.35,"6,916","2,669",42.021617,-71.026717,,
02382,17974070,59307,6.94,0.02,"14,489","5,522",42.078974,-70.939390,,
02420,17052453,126708,6.58,0.05,"14,052","5,251",42.457054,-71.215464,,
02421,25510908,417186,9.85,0.16,"17,342","6,768",42.438547,-71.239574,,
02445,6740785,119571,2.60,0.05,"20,679","8,974",42.325483,-71.135045,,
02446,3333660,11957,1.29,0.00,"29,311","14,229",42.343503,-71.122248,,
02451,14303526,1828792,5.52,0.71,"17,426","7,898",42.397823,-71.255708,,
02452,9580492,86311,3.70,0.03,"14,238","5,033",42.392072,-71.218443,,
02453,9061760,736213,3.50,0.28,"28,968","11,995",42.369542,-71.240513,,
02457,413241,0,0.16,0.00,"1,432",90,42.299388,-71.274242,,
02458,5185782,97094,2.00,0.04,"12,131","5,341",42.353409,-71.187882,,
02459,12962330,218481,5.00,0.08,"19,095","6,763",42.314779,-71.192017,,
02460,3480934,23292,1.34,0.01,"8,742","3,774",42.351824,-71.208490,,
02461,3767371,36499,1.45,0.01,"7,059","2,771",42.317362,-71.206508,,
02462,1369318,69749,0.53,0.03,"1,554",668,42.328708,-71.255900,,
02464,1463154,29494,0.56,0.01,"2,953","1,287",42.312975,-71.218882,,
02465,5809240,1401,2.24,0.00,"11,710","4,520",42.348912,-71.226330,,
02466,4638221,214162,1.79,0.08,"8,096","3,090",42.344457,-71.248617,,
02467,12618589,142371,4.87,0.05,"22,491","7,000",42.314608,-71.153060,,
02468,3833292,57129,1.48,0.02,"5,273","1,930",42.328553,-71.229553,,
02472,10440627,320456,4.03,0.12,"32,014","15,622",42.369451,-71.177925,,
02474,7905847,706806,3.05,0.27,"26,312","12,317",42.420949,-71.156369,,
02476,5422176,191590,2.09,0.07,"16,532","7,657",42.415637,-71.175670,,
02478,12035126,185797,4.65,0.07,"24,664","10,158",42.395317,-71.180284,,
02481,14612716,246885,5.64,0.10,"16,244","5,044",42.311927,-71.275531,,
02482,10898492,1043141,4.21,0.40,"10,306","4,055",42.293137,-71.298122,,
02492,24675395,910125,9.53,0.35,"19,931","7,382",42.276029,-71.244543,,
02493,43574801,1316917,16.82,0.51,"11,261","4,008",42.360502,-71.303433,,
02494,7166369,220234,2.77,0.09,"8,955","3,740",42.299405,-71.232706,,
02532,36913958,6866891,14.25,2.65,"12,690","6,601",41.751767,-70.597596,,
02534,5920954,1492817,2.29,0.58,842,657,41.667824,-70.620356,,
02535,63129227,65865221,24.37,25.43,"1,177","2,109",41.334413,-70.763059,,
02536,71696166,9066635,27.68,3.50,"19,583","11,956",41.596976,-70.567877,,
02537,31330309,1594577,12.10,0.62,"6,293","3,099",41.728423,-70.435818,,
02538,11786097,1199921,4.55,0.46,"3,603","1,739",41.776359,-70.648923,,
02539,69429046,53111263,26.81,20.51,"4,067","5,220",41.377660,-70.522091,,
02540,27746696,4550024,10.71,1.76,"8,221","6,605",41.574190,-70.628285,,
02542,79576588,127974,30.72,0.05,"1,139",449,41.707839,-70.545519,,
02543,25723427,52350280,9.93,20.21,635,863,41.478974,-70.766911,,
02553,636142,1769252,0.25,0.68,226,176,41.712516,-70.620758,,
02554,101337719,43413216,39.13,16.76,"9,852","10,393",41.291167,-70.092826,,
02556,10034104,1164445,3.87,0.45,"3,115","2,593",41.639445,-70.624515,,
02557,18660871,11124443,7.21,4.30,"4,491","4,333",41.441299,-70.574093,,
02558,3183300,2714452,1.23,1.05,"2,156","1,792",41.745017,-70.653513,,
02559,13033944,3840927,5.03,1.48,"3,376","2,605",41.690243,-70.616283,,
02561,1591817,218387,0.61,0.08,539,266,41.769348,-70.532595,,
02562,8673478,835829,3.35,0.32,"2,977","1,574",41.787209,-70.526717,,
02563,34195598,2748064,13.20,1.06,"10,359","4,742",41.728137,-70.476549,,
02564,14939825,2745176,5.77,1.06,310,"1,203",41.270628,-69.986367,,
02568,17279816,10058425,6.67,3.88,"4,000","3,113",41.458594,-70.615920,,
02571,51545392,12447645,19.90,4.81,"10,481","5,629",41.761187,-70.695991,,
02575,64751624,11033111,25.00,4.26,"2,725","2,198",41.400252,-70.656934,,
02576,25281005,1088191,9.76,0.42,"3,754","1,775",41.772221,-70.762948,,
02584,193854,0,0.07,0.00,10,22,41.258688,-70.007142,,
02601,22253040,2151579,8.59,0.83,"14,089","8,062",41.657863,-70.298442,,
02630,10386956,5225394,4.01,2.02,"1,850","1,142",41.704506,-70.303537,,
02631,56908227,7192447,21.97,2.78,"9,679","7,838",41.747016,-70.068779,,
02632,18960855,3780163,7.32,1.46,"10,742","6,171",41.659095,-70.346876,,
02633,19564858,12631386,7.55,4.88,"3,884","4,576",41.689729,-69.972128,,
02635,14312729,2809147,5.53,1.08,"3,296","2,184",41.622905,-70.438206,,
02637,1811366,77848,0.70,0.03,253,149,41.705725,-70.270928,,
02638,15284718,1503965,5.90,0.58,"3,207","3,130",41.730204,-70.197411,,
02639,7165342,954134,2.77,0.37,"2,875","4,912",41.666904,-70.135645,,
02641,5286447,683671,2.04,0.26,532,637,41.751246,-70.153472,,
02642,35941612,8936074,13.88,3.45,"4,937","5,925",41.841331,-69.977436,,
02643,4904568,4657785,1.89,1.80,26,85,41.797777,-69.937327,,
02644,9225733,569789,3.56,0.22,"3,955","1,480",41.683488,-70.510786,,
02645,43109614,4606194,16.64,1.78,"9,663","6,222",41.705840,-70.058071,,
02646,7798581,801405,3.01,0.31,"1,676","2,621",41.670596,-70.071449,,
02647,1226877,477504,0.47,0.18,129,260,41.631396,-70.308397,,
02648,24027628,2665940,9.28,1.03,"7,301","3,188",41.670946,-70.415370,,
02649,60208417,10631766,23.25,4.10,"14,006","9,887",41.617239,-70.489313,,
02650,3744803,725520,1.45,0.28,848,910,41.701807,-69.963804,,
02651,181584,0,0.07,0.00,16,30,41.874985,-70.003492,,
02652,20714250,6477901,8.00,2.50,"1,175","1,683",42.049537,-70.094989,,
02653,31186211,13661465,12.04,5.27,"5,911","5,303",41.768988,-69.973549,,
02655,16911218,4559311,6.53,1.76,"3,518","3,053",41.630252,-70.392536,,
02657,25047886,12766243,9.67,4.93,"2,942","4,494",42.059829,-70.200407,,
02659,5298594,616486,2.05,0.24,"1,108","1,297",41.681439,-70.023531,,
02660,19964838,1368933,7.71,0.53,"6,261","4,551",41.707699,-70.158560,,
02663,3658101,2870102,1.41,1.11,173,412,41.894444,-70.012180,,
02664,17964910,2264152,6.94,0.87,"9,371","7,062",41.674727,-70.195648,,
02666,32944245,4790983,12.72,1.85,828,"1,390",41.990779,-70.045721,,
02667,48249844,16144940,18.63,6.23,"2,580","3,902",41.921996,-70.023356,,
02668,39046863,6347529,15.08,2.45,"3,278","1,494",41.710853,-70.362696,,
02669,2314379,510177,0.89,0.20,285,550,41.666646,-69.989702,,
02670,5407196,1680718,2.09,0.65,"1,307","2,330",41.660113,-70.170678,,
02671,5215276,314663,2.01,0.12,"1,023","1,533",41.670836,-70.113401,,
02672,1280228,118006,0.49,0.05,180,325,41.635544,-70.314073,,
02673,25868405,6815867,9.99,2.63,"8,402","6,677",41.655182,-70.247476,,
02675,23386325,1919492,9.03,0.74,"6,577","4,040",41.704155,-70.231801,,
02702,43494960,2932678,16.79,1.13,"4,125","1,546",41.785113,-71.059047,,
